sex,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
female,GE,202116,1,TRUE,347,0.5,50,262530,0.38,132.18,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,1,0.38,NA,50
female,GL,202116,0,TRUE,20,0,0,20378,0,98.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,GR,202116,0,TRUE,82,NA,NA,100331,0,81.73,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,JU,202116,0,TRUE,28,NA,NA,37276,0,75.12,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,-1,-2.68,-100,NA
female,LU,202116,0,TRUE,147,0,0,210861,0,69.71,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,-1,-0.47,-100,-100
female,NE,202116,0,TRUE,161,NA,NA,89772,0,179.34,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,NW,202116,0,TRUE,11,NA,NA,21406,0,51.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,OW,202116,0,TRUE,20,NA,NA,18981,0,105.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,SG,202116,2,TRUE,335,0.667,66.7,258594,0.77,129.55,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,2,0.77,NA,NA
female,SH,202116,0,TRUE,31,NA,NA,42387,0,73.14,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,SO,202116,0,TRUE,138,NA,NA,140198,0,98.43,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,-1,-0.71,-100,NA
female,SZ,202116,0,TRUE,79,0,0,79628,0,99.21,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,-1,-1.26,-100,-50
female,TG,202116,3,TRUE,182,0.6,60,141817,2.12,128.33,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,3,2.12,NA,NA
female,TI,202116,0,TRUE,374,0,0,180732,0,206.94,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,-1,-0.55,-100,-25
female,UR,202116,0,TRUE,23,NA,NA,18203,0,126.35,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,-3,-16.48,-100,NA
female,VD,202116,2,TRUE,465,0.4,40,418657,0.48,111.07,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,0,0
female,VS,202116,2,TRUE,279,0.333,33.300000000000004,177734,1.13,156.98,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,1,0.57,100,0
female,ZG,202116,0,TRUE,51,0,0,64046,0,79.63,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,0,NA,NA
female,ZH,202116,6,TRUE,651,0.6,60,784417,0.76,82.99,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,2,0.25,50,15.600000000000001
unknown,AG,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,AI,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,AR,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,BE,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,BL,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,BS,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,FL,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,FR,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,GE,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,GL,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,GR,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,JU,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,LU,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,NE,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,NW,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,OW,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,SG,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,SH,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,SO,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,SZ,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,TG,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,TI,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,UR,202116,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,VD,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,VS,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
unknown,ZG,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,NA
unknown,ZH,202116,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-16,0,NA,NA,0
male,AG,202117,9,TRUE,372,1,100,353433,2.55,105.25,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,4,1.14,80,16.700000000000003
male,AI,202117,0,TRUE,9,NA,NA,8389,0,107.28,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,AR,202117,0,TRUE,40,NA,NA,27993,0,142.89,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,BE,202117,2,TRUE,573,0.4,40,514609,0.39,111.35,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-2,-0.39,-50,-26.700000000000003
male,BL,202117,1,TRUE,112,1,100,143638,0.7,77.97,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,0.7,NA,NA
male,BS,202117,1,TRUE,103,1,100,95406,1.05,107.96,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,1.05,NA,NA
male,FL,202117,1,TRUE,29,1,100,19368,5.16,149.73,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,0
male,FR,202117,0,TRUE,241,NA,NA,165058,0,146.01,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,GE,202117,3,TRUE,397,0.6,60,246918,1.21,160.78,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,2,0.81,200,10
male,GL,202117,0,TRUE,44,NA,NA,20812,0,211.42,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-2,-9.61,-100,NA
male,GR,202117,2,TRUE,101,1,100,101045,1.98,99.96,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,2,1.98,NA,NA
male,JU,202117,0,TRUE,31,NA,NA,36522,0,84.88,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,LU,202117,2,TRUE,169,0.333,33.300000000000004,209465,0.95,80.68,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,-66.69999999999999
male,NE,202117,1,TRUE,194,1,100,86394,1.16,224.55,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,1.16,NA,NA
male,NW,202117,0,TRUE,11,NA,NA,22488,0,48.91,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,OW,202117,0,TRUE,18,NA,NA,19454,0,92.53,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,SG,202117,1,TRUE,375,0.25,25,260651,0.38,143.87,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,-8.300000000000004
male,SH,202117,0,TRUE,37,0,0,41608,0,88.93,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,SO,202117,3,TRUE,130,0.75,75,140047,2.14,92.83,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,3,2.14,NA,NA
male,SZ,202117,1,TRUE,134,1,100,84061,1.19,159.41,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,0
male,TG,202117,2,TRUE,230,0.4,40,144147,1.39,159.56,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,0
male,TI,202117,2,TRUE,503,0.286,28.599999999999998,171449,1.17,293.38,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-2,-1.16,-50,-71.4
male,UR,202117,0,TRUE,24,NA,NA,18844,0,127.36,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
male,VD,202117,2,TRUE,538,0.667,66.7,404311,0.49,133.07,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-1,-0.25,-33.3,6.700000000000003
male,VS,202117,2,TRUE,383,0.5,50,175475,1.14,218.26,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-2,-1.14,-50,-16.700000000000003
male,ZG,202117,0,TRUE,39,NA,NA,65741,0,59.32,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-1,-1.52,-100,NA
male,ZH,202117,7,TRUE,701,0.7,70,780245,0.9,89.84,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,3,0.39,75,30
female,AG,202117,0,TRUE,293,0,0,349653,0,83.8,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-1,-0.29,-100,-16.7
female,AI,202117,0,TRUE,6,NA,NA,7971,0,75.27,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,AR,202117,0,TRUE,24,NA,NA,27592,0,86.98,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-1,-3.62,-100,NA
female,BE,202117,3,TRUE,504,0.6,60,532864,0.56,94.58,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,0.18,50,26.699999999999996
female,BL,202117,0,TRUE,106,0,0,149179,0,71.06,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,BS,202117,0,TRUE,101,0,0,100630,0,100.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,FL,202117,0,TRUE,29,0,0,19687,0,147.31,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,0
female,FR,202117,0,TRUE,207,NA,NA,164751,0,125.64,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,GE,202117,2,TRUE,349,0.4,40,262530,0.76,132.94,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,0.38,100,-10
female,GL,202117,0,TRUE,20,NA,NA,20378,0,98.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,GR,202117,0,TRUE,82,0,0,100331,0,81.73,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,JU,202117,0,TRUE,28,NA,NA,37276,0,75.12,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,LU,202117,4,TRUE,151,0.667,66.7,210861,1.9,71.61,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,4,1.9,NA,66.7
female,NE,202117,0,TRUE,161,0,0,89772,0,179.34,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,NW,202117,0,TRUE,11,NA,NA,21406,0,51.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,OW,202117,0,TRUE,20,NA,NA,18981,0,105.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,SG,202117,3,TRUE,338,0.75,75,258594,1.16,130.71,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,0.39,50,8.299999999999997
female,SH,202117,1,TRUE,32,1,100,42387,2.36,75.49,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,2.36,NA,NA
female,SO,202117,1,TRUE,139,0.25,25,140198,0.71,99.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,1,0.71,NA,NA
female,SZ,202117,0,TRUE,79,0,0,79628,0,99.21,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,0
female,TG,202117,3,TRUE,185,0.6,60,141817,2.12,130.45,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,0
female,TI,202117,5,TRUE,379,0.714,71.39999999999999,180732,2.77,209.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,5,2.77,NA,71.39999999999999
female,UR,202117,0,TRUE,23,NA,NA,18203,0,126.35,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,VD,202117,1,TRUE,466,0.333,33.300000000000004,418657,0.24,111.31,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-1,-0.24,-50,-6.699999999999996
female,VS,202117,2,TRUE,281,0.5,50,177734,1.13,158.1,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,0,16.699999999999996
female,ZG,202117,0,TRUE,51,NA,NA,64046,0,79.63,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,0,NA,NA
female,ZH,202117,3,TRUE,654,0.3,30,784417,0.38,83.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,-3,-0.38,-50,-30
unknown,AG,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,AI,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,AR,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,BE,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,BL,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,BS,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,FL,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,FR,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,GE,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,GL,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,GR,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,JU,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,LU,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,NE,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,NW,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,OW,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,SG,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,SH,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,SO,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,SZ,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,TG,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,TI,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,UR,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,VD,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,VS,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
unknown,ZG,202117,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,NA
unknown,ZH,202117,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-17,0,NA,NA,0
male,AG,202118,1,TRUE,373,1,100,353433,0.28,105.54,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-8,-2.27,-88.9,0
male,AI,202118,0,TRUE,9,NA,NA,8389,0,107.28,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,AR,202118,0,TRUE,40,NA,NA,27993,0,142.89,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,BE,202118,1,TRUE,574,0.333,33.300000000000004,514609,0.19,111.54,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-0.2,-50,-6.699999999999996
male,BL,202118,0,TRUE,112,NA,NA,143638,0,77.97,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-0.7,-100,NA
male,BS,202118,1,TRUE,104,0.5,50,95406,1.05,109.01,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,0,-50
male,FL,202118,0,TRUE,29,NA,NA,19368,0,149.73,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-5.16,-100,NA
male,FR,202118,1,TRUE,242,1,100,165058,0.61,146.62,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,0.61,NA,NA
male,GE,202118,1,TRUE,398,0.333,33.300000000000004,246918,0.4,161.19,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-2,-0.81,-66.7,-26.699999999999996
male,GL,202118,0,TRUE,44,0,0,20812,0,211.42,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,GR,202118,1,TRUE,102,1,100,101045,0.99,100.95,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-0.99,-50,0
male,JU,202118,0,TRUE,31,NA,NA,36522,0,84.88,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,LU,202118,3,TRUE,172,0.6,60,209465,1.43,82.11,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,0.48,50,26.699999999999996
male,NE,202118,0,TRUE,194,NA,NA,86394,0,224.55,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-1.16,-100,NA
male,NW,202118,1,TRUE,12,1,100,22488,4.45,53.36,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,4.45,NA,NA
male,OW,202118,0,TRUE,18,NA,NA,19454,0,92.53,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,SG,202118,1,TRUE,376,1,100,260651,0.38,144.25,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,0,75
male,SH,202118,0,TRUE,37,NA,NA,41608,0,88.93,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,SO,202118,1,TRUE,131,0.333,33.300000000000004,140047,0.71,93.54,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-2,-1.43,-66.7,-41.699999999999996
male,SZ,202118,1,TRUE,135,1,100,84061,1.19,160.6,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,0,0
male,TG,202118,2,TRUE,232,0.5,50,144147,1.39,160.95,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,0,10
male,TI,202118,0,TRUE,503,NA,NA,171449,0,293.38,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-2,-1.17,-100,NA
male,UR,202118,0,TRUE,24,0,0,18844,0,127.36,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
male,VD,202118,0,TRUE,538,0,0,404311,0,133.07,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-2,-0.49,-100,-66.7
male,VS,202118,1,TRUE,384,0.5,50,175475,0.57,218.83,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-0.57,-50,0
male,ZG,202118,1,TRUE,40,1,100,65741,1.52,60.84,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,1.52,NA,NA
male,ZH,202118,5,TRUE,706,0.625,62.5,780245,0.64,90.48,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-2,-0.26,-28.6,-7.5
female,AG,202118,0,TRUE,293,0,0,349653,0,83.8,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,0
female,AI,202118,0,TRUE,6,NA,NA,7971,0,75.27,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,AR,202118,0,TRUE,24,NA,NA,27592,0,86.98,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,BE,202118,2,TRUE,506,0.667,66.7,532864,0.38,94.96,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-0.18,-33.3,6.700000000000003
female,BL,202118,0,TRUE,106,NA,NA,149179,0,71.06,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,BS,202118,1,TRUE,102,0.5,50,100630,0.99,101.36,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,0.99,NA,50
female,FL,202118,0,TRUE,29,NA,NA,19687,0,147.31,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,FR,202118,0,TRUE,207,0,0,164751,0,125.64,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,GE,202118,2,TRUE,351,0.667,66.7,262530,0.76,133.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,0,26.700000000000003
female,GL,202118,1,TRUE,21,1,100,20378,4.91,103.05,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,4.91,NA,NA
female,GR,202118,0,TRUE,82,0,0,100331,0,81.73,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,0
female,JU,202118,0,TRUE,28,NA,NA,37276,0,75.12,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,LU,202118,2,TRUE,153,0.4,40,210861,0.95,72.56,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-2,-0.95,-50,-26.700000000000003
female,NE,202118,0,TRUE,161,NA,NA,89772,0,179.34,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,NW,202118,0,TRUE,11,0,0,21406,0,51.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,OW,202118,0,TRUE,20,NA,NA,18981,0,105.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,NA
female,SG,202118,0,TRUE,338,0,0,258594,0,130.71,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-3,-1.16,-100,-75
female,SH,202118,0,TRUE,32,NA,NA,42387,0,75.49,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-2.36,-100,NA
female,SO,202118,2,TRUE,141,0.667,66.7,140198,1.43,100.57,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,0.72,100,41.7
female,SZ,202118,0,TRUE,79,0,0,79628,0,99.21,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,0,0,NA,0
female,TG,202118,2,TRUE,187,0.5,50,141817,1.41,131.86,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-1,-0.71,-33.3,-10
female,TI,202118,0,TRUE,379,NA,NA,180732,0,209.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,-5,-2.77,-100,NA
female,UR,202118,1,TRUE,24,1,100,18203,5.49,131.85,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,5.49,NA,NA
female,VD,202118,2,TRUE,468,1,100,418657,0.48,111.79,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-18,1,0.24,100,66.69999999999999
