sex,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
unknown,FR,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,GE,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,GL,202106,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,NA
unknown,GR,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,NA
unknown,JU,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,NA
unknown,LU,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,NE,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,NW,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,OW,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,SG,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,SH,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,SO,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,NA
unknown,SZ,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,TG,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,TI,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,UR,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,NA
unknown,VD,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,VS,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
unknown,ZG,202106,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,NA
unknown,ZH,202106,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-06,0,NA,NA,0
male,AG,202107,4,TRUE,332,0.8,80,353433,1.13,93.94,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,0.28,33.3,37.1
male,AI,202107,0,TRUE,9,NA,NA,8389,0,107.28,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
male,AR,202107,0,TRUE,38,NA,NA,27993,0,135.75,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-3,-10.72,-100,NA
male,BE,202107,4,TRUE,542,0.5,50,514609,0.78,105.32,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-9,-1.75,-69.2,-15
male,BL,202107,0,TRUE,104,NA,NA,143638,0,72.4,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-2,-1.39,-100,NA
male,BS,202107,1,TRUE,99,0.333,33.300000000000004,95406,1.05,103.77,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,-16.699999999999996
male,FL,202107,0,TRUE,26,NA,NA,19368,0,134.24,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-5.16,-100,NA
male,FR,202107,1,TRUE,232,1,100,165058,0.61,140.56,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,66.69999999999999
male,GE,202107,1,TRUE,383,0.25,25,246918,0.4,155.11,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-2,-0.81,-66.7,-50
male,GL,202107,1,TRUE,39,1,100,20812,4.8,187.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,4.8,NA,NA
male,GR,202107,0,TRUE,94,0,0,101045,0,93.03,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-3,-2.97,-100,-100
male,JU,202107,0,TRUE,31,NA,NA,36522,0,84.88,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
male,LU,202107,0,TRUE,155,0,0,209465,0,74,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-4,-1.91,-100,-66.7
male,NE,202107,4,TRUE,182,0.4,40,86394,4.63,210.66,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-2,-2.31,-33.3,-20
male,NW,202107,0,TRUE,11,NA,NA,22488,0,48.91,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-4.45,-100,NA
male,OW,202107,1,TRUE,17,1,100,19454,5.14,87.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,0
male,SG,202107,2,TRUE,361,1,100,260651,0.77,138.5,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-0.38,-33.3,62.5
male,SH,202107,0,TRUE,31,NA,NA,41608,0,74.5,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-2.4,-100,NA
male,SO,202107,2,TRUE,120,0.4,40,140047,1.43,85.69,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,2,1.43,NA,40
male,SZ,202107,0,TRUE,125,0,0,84061,0,148.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,0
male,TG,202107,1,TRUE,210,0.2,20,144147,0.69,145.68,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-4,-2.78,-80,-42.5
male,TI,202107,2,TRUE,476,1,100,171449,1.17,277.63,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,33.3
male,UR,202107,1,TRUE,22,1,100,18844,5.31,116.75,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,5.31,NA,100
male,VD,202107,4,TRUE,491,0.5,50,404311,0.99,121.44,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-2,-0.49,-33.3,-10
male,VS,202107,4,TRUE,368,0.364,36.4,175475,2.28,209.72,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,0.57,33.3,3.0999999999999943
male,ZG,202107,0,TRUE,38,NA,NA,65741,0,57.8,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
male,ZH,202107,8,TRUE,634,0.533,53.300000000000004,780245,1.03,81.26,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-6,-0.76,-42.9,-7.599999999999994
female,AG,202107,1,TRUE,279,0.2,20,349653,0.29,79.79,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-3,-0.85,-75,-37.099999999999994
female,AI,202107,0,TRUE,6,NA,NA,7971,0,75.27,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,AR,202107,0,TRUE,23,NA,NA,27592,0,83.36,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,BE,202107,4,TRUE,476,0.5,50,532864,0.75,89.33,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-3,-0.56,-42.9,15
female,BL,202107,0,TRUE,103,NA,NA,149179,0,69.04,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,BS,202107,2,TRUE,99,0.667,66.7,100630,1.99,98.38,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,1,100,16.700000000000003
female,FL,202107,0,TRUE,29,NA,NA,19687,0,147.31,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,FR,202107,0,TRUE,198,0,0,164751,0,120.18,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-2,-1.21,-100,-66.7
female,GE,202107,3,TRUE,339,0.75,75,262530,1.14,129.13,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,2,0.76,200,50
female,GL,202107,0,TRUE,20,0,0,20378,0,98.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,GR,202107,1,TRUE,78,1,100,100331,1,77.74,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,1,NA,100
female,JU,202107,0,TRUE,27,NA,NA,37276,0,72.43,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-2.68,-100,NA
female,LU,202107,2,TRUE,142,1,100,210861,0.95,67.34,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,66.69999999999999
female,NE,202107,6,TRUE,144,0.6,60,89772,6.68,160.41,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,2,2.22,50,20
female,NW,202107,0,TRUE,11,NA,NA,21406,0,51.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-4.67,-100,NA
female,OW,202107,0,TRUE,20,0,0,18981,0,105.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,0
female,SG,202107,0,TRUE,318,0,0,258594,0,122.97,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-5,-1.93,-100,-62.5
female,SH,202107,0,TRUE,27,NA,NA,42387,0,63.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,SO,202107,3,TRUE,132,0.6,60,140198,2.14,94.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,2,1.43,200,-40
female,SZ,202107,1,TRUE,77,1,100,79628,1.26,96.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,0
female,TG,202107,4,TRUE,174,0.8,80,141817,2.82,122.69,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,0.7,33.3,42.5
female,TI,202107,0,TRUE,366,0,0,180732,0,202.51,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-0.55,-100,-33.300000000000004
female,UR,202107,0,TRUE,17,0,0,18203,0,93.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-1,-5.49,-100,-100
female,VD,202107,4,TRUE,428,0.5,50,418657,0.96,102.23,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,0,10
female,VS,202107,7,TRUE,270,0.636,63.6,177734,3.94,151.91,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,1,0.56,16.7,-3.1000000000000014
female,ZG,202107,0,TRUE,49,NA,NA,64046,0,76.51,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,0,NA,NA
female,ZH,202107,7,TRUE,605,0.467,46.7,784417,0.89,77.13,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,-2,-0.26,-22.2,7.600000000000001
unknown,AG,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,AI,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,AR,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,BE,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,BL,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,BS,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,FL,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,FR,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,GE,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,GL,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,GR,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,JU,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,LU,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,NE,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,NW,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,OW,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,SG,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,SH,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,SO,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,SZ,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,TG,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,TI,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,UR,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,VD,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,VS,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
unknown,ZG,202107,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,NA
unknown,ZH,202107,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-07,0,NA,NA,0
male,AG,202108,1,TRUE,333,0.25,25,353433,0.28,94.22,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-3,-0.85,-75,-55
male,AI,202108,0,TRUE,9,NA,NA,8389,0,107.28,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,AR,202108,0,TRUE,38,NA,NA,27993,0,135.75,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,BE,202108,3,TRUE,545,0.375,37.5,514609,0.58,105.91,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-0.2,-25,-12.5
male,BL,202108,0,TRUE,104,NA,NA,143638,0,72.4,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,BS,202108,0,TRUE,99,NA,NA,95406,0,103.77,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-1.05,-100,NA
male,FL,202108,0,TRUE,26,NA,NA,19368,0,134.24,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,FR,202108,3,TRUE,235,0.6,60,165058,1.82,142.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,2,1.21,200,-40
male,GE,202108,2,TRUE,385,1,100,246918,0.81,155.92,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,1,0.41,100,75
male,GL,202108,1,TRUE,40,1,100,20812,4.8,192.2,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,0,0
male,GR,202108,0,TRUE,94,NA,NA,101045,0,93.03,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,JU,202108,0,TRUE,31,NA,NA,36522,0,84.88,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,LU,202108,0,TRUE,155,NA,NA,209465,0,74,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,NE,202108,3,TRUE,185,0.429,42.9,86394,3.47,214.14,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-1.16,-25,2.8999999999999986
male,NW,202108,0,TRUE,11,NA,NA,22488,0,48.91,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,OW,202108,1,TRUE,18,1,100,19454,5.14,92.53,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,0,0
male,SG,202108,1,TRUE,362,0.25,25,260651,0.38,138.88,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-0.39,-50,-75
male,SH,202108,0,TRUE,31,0,0,41608,0,74.5,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,SO,202108,1,TRUE,121,1,100,140047,0.71,86.4,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-0.72,-50,60
male,SZ,202108,0,TRUE,125,NA,NA,84061,0,148.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,TG,202108,4,TRUE,214,1,100,144147,2.77,148.46,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,3,2.08,300,80
male,TI,202108,2,TRUE,478,0.667,66.7,171449,1.17,278.8,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,0,-33.3
male,UR,202108,0,TRUE,22,NA,NA,18844,0,116.75,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-5.31,-100,NA
male,VD,202108,6,TRUE,497,0.667,66.7,404311,1.48,122.93,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,2,0.49,50,16.700000000000003
male,VS,202108,1,TRUE,369,0.25,25,175475,0.57,210.29,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-3,-1.71,-75,-11.399999999999999
male,ZG,202108,0,TRUE,38,0,0,65741,0,57.8,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
male,ZH,202108,7,TRUE,641,0.875,87.5,780245,0.9,82.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-0.13,-12.5,34.199999999999996
female,AG,202108,3,TRUE,282,0.75,75,349653,0.86,80.65,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,2,0.57,200,55
female,AI,202108,0,TRUE,6,NA,NA,7971,0,75.27,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,AR,202108,0,TRUE,23,NA,NA,27592,0,83.36,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,BE,202108,5,TRUE,481,0.625,62.5,532864,0.94,90.27,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,1,0.19,25,12.5
female,BL,202108,0,TRUE,103,NA,NA,149179,0,69.04,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,BS,202108,0,TRUE,99,NA,NA,100630,0,98.38,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-2,-1.99,-100,NA
female,FL,202108,0,TRUE,29,NA,NA,19687,0,147.31,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,FR,202108,2,TRUE,200,0.4,40,164751,1.21,121.4,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,2,1.21,NA,40
female,GE,202108,0,TRUE,339,0,0,262530,0,129.13,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-3,-1.14,-100,-75
female,GL,202108,0,TRUE,20,0,0,20378,0,98.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,0
female,GR,202108,0,TRUE,78,NA,NA,100331,0,77.74,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-1,-100,NA
female,JU,202108,0,TRUE,27,NA,NA,37276,0,72.43,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,LU,202108,0,TRUE,142,NA,NA,210861,0,67.34,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-2,-0.95,-100,NA
female,NE,202108,4,TRUE,148,0.571,57.099999999999994,89772,4.46,164.86,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-2,-2.22,-33.3,-2.9000000000000057
female,NW,202108,0,TRUE,11,NA,NA,21406,0,51.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,OW,202108,0,TRUE,20,0,0,18981,0,105.37,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,0
female,SG,202108,3,TRUE,321,0.75,75,258594,1.16,124.13,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,3,1.16,NA,75
female,SH,202108,1,TRUE,28,1,100,42387,2.36,66.06,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,1,2.36,NA,NA
female,SO,202108,0,TRUE,132,0,0,140198,0,94.15,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-3,-2.14,-100,-60
female,SZ,202108,0,TRUE,77,NA,NA,79628,0,96.7,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-1.26,-100,NA
female,TG,202108,0,TRUE,174,0,0,141817,0,122.69,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-4,-2.82,-100,-80
female,TI,202108,1,TRUE,367,0.333,33.300000000000004,180732,0.55,203.06,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,1,0.55,NA,33.300000000000004
female,UR,202108,0,TRUE,17,NA,NA,18203,0,93.39,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,0,NA,NA
female,VD,202108,3,TRUE,431,0.333,33.300000000000004,418657,0.72,102.95,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-1,-0.24,-25,-16.699999999999996
female,VS,202108,3,TRUE,273,0.75,75,177734,1.69,153.6,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-4,-2.25,-57.1,11.399999999999999
female,ZG,202108,1,TRUE,50,1,100,64046,1.56,78.07,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,1,1.56,NA,NA
female,ZH,202108,1,TRUE,606,0.125,12.5,784417,0.13,77.25,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,-6,-0.76,-85.7,-34.2
unknown,AG,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,AI,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,AR,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,BE,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,BL,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,BS,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,FL,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,FR,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,GE,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,GL,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,GR,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,JU,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,LU,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,NE,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,NW,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,OW,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,SG,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,SH,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,SO,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,SZ,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
unknown,TG,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,TI,202108,0,TRUE,0,0,0,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,0
unknown,UR,202108,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Death,sex,2023-11-28_06-00-38,isoweek,2021-08,0,NA,NA,NA
