nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,sum2w,sum4w,anteil_pos_2w,anteil_pos_4w,anteil_pos_mean2w,timeframe_2w,timeframe_4w,sumTotal_last2w,sumTotal_last4w,mean2w,mean4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_diff_last_age,entries_diff_week,entries_diff_last
all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-09,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-10,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-11,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-12,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-13,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-14,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-15,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-16,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-17,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-18,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-19,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-20,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738791,NA,NA,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-21,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9976
all,CH,202022,26345,206,26139,26345,0.8,NA,0.8,1,100,8738791,301.47,301.47,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-22,26345,301.47,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,9976
all,CH,202023,25653,154,25499,51998,0.6,-0.20000000000000007,0.7,1,100,8738791,293.55,595.03,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-23,-692,-7.92,-2.6,0,TRUE,51998,NA,0.69,NA,0.3,FALSE,FALSE,NA,NA,25999,NA,297.51,NA,NA,NA,595.03,NA,7,0,9976
all,CH,202024,35718,221,35497,87716,0.6,0,0.7,1,100,8738791,408.73,1003.75,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-24,10065,115.18,39.2,0,TRUE,61371,NA,0.61,NA,0.3,FALSE,FALSE,NA,NA,30685.5,NA,351.14,NA,NA,NA,702.28,NA,7,0,9976
all,CH,202025,48257,203,48054,135973,0.4,-0.19999999999999996,0.6,1,100,8738791,552.22,1555.97,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-25,12539,143.49,35.1,0,TRUE,83975,135973,0.5,0.58,0.3,FALSE,FALSE,NA,NA,41987.5,33993.25,480.47,388.99,NA,NA,960.95,1555.97,7,0,9976
all,CH,202026,57316,393,56923,193289,0.7,0.29999999999999993,0.6,1,100,8738791,655.88,2211.85,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-26,9059,103.66,18.8,0,TRUE,105573,166944,0.56,0.58,0.3,FALSE,FALSE,NA,NA,52786.5,41736,604.05,477.59,NA,NA,1208.1,1910.38,7,0,9976
all,CH,202027,69899,751,69148,263188,1.1,0.40000000000000013,0.7,1,100,8738791,799.87,3011.72,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-27,12583,143.99,22,0,TRUE,127215,211190,0.9,0.74,0.4,FALSE,FALSE,NA,NA,63607.5,52797.5,727.88,604.17,NA,NA,1455.75,2416.7,7,0,9976
all,CH,202028,49434,766,48668,312622,1.5,0.3999999999999999,0.9,1,100,8738791,565.68,3577.41,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-28,-20465,-234.19,-29.3,0,TRUE,119333,224906,1.27,0.94,0.6,FALSE,FALSE,NA,NA,59666.5,56226.5,682.78,643.41,NA,NA,1365.56,2573.65,7,0,9976
all,CH,202029,42569,841,41728,355191,2,0.5,1,1,100,8738791,487.13,4064.53,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-29,-6865,-78.55,-13.9,0,TRUE,92003,219218,1.75,1.25,0.9,FALSE,FALSE,NA,NA,46001.5,54804.5,526.41,627.14,NA,NA,1052.81,2508.56,7,0,9976
all,CH,202030,35532,921,34611,390723,2.6,0.6000000000000001,1.1,1,100,8738791,406.6,4471.13,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-30,-7037,-80.53,-16.5,0,TRUE,78101,197434,2.26,1.66,1.1,FALSE,FALSE,NA,NA,39050.5,49358.5,446.86,564.82,NA,NA,893.73,2259.28,7,0,9976
all,CH,202031,37359,1311,36048,428082,3.5,0.8999999999999999,1.3,1,100,8738791,427.51,4898.64,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-31,1827,20.91,5.1,0,TRUE,72891,164894,3.06,2.33,1.5,FALSE,FALSE,NA,NA,36445.5,41223.5,417.05,471.73,NA,NA,834.11,1886.92,7,0,9976
all,CH,202032,38689,1267,37422,466771,3.3,-0.20000000000000018,1.5,1,100,8738791,442.73,5341.37,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-32,1330,15.22,3.6,0,TRUE,76048,154149,3.39,2.82,1.7,FALSE,FALSE,NA,NA,38024,38537.25,435.12,440.99,NA,NA,870.23,1763.96,7,0,9976
all,CH,202033,41690,1693,39997,508461,4.1,0.7999999999999998,1.7,1,100,8738791,477.07,5818.44,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-33,3001,34.34,7.8,0,TRUE,80379,153270,3.68,3.39,1.8,FALSE,FALSE,NA,NA,40189.5,38317.5,459.9,438.48,NA,NA,919.8,1753.9,7,0,9976
all,CH,202034,57494,2083,55411,565955,3.6,-0.49999999999999956,1.9,1,100,8738791,657.92,6476.35,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-34,15804,180.85,37.9,0,TRUE,99184,175232,3.81,3.63,1.9,FALSE,FALSE,NA,NA,49592,43808,567.49,501.31,NA,NA,1134.99,2005.22,7,0,9976
all,CH,202035,73382,2293,71089,639337,3.1,-0.5,2,1,100,8738791,839.73,7316.08,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-35,15888,181.81,27.6,0,TRUE,130876,211255,3.34,3.47,1.7,FALSE,FALSE,NA,NA,65438,52813.75,748.82,604.36,NA,NA,1497.64,2417.44,7,0,9976
all,CH,202036,87134,2703,84431,726471,3.1,0,2.2,1,100,8738791,997.09,8313.18,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-36,13752,157.36,18.7,0,TRUE,160516,259700,3.11,3.38,1.6,FALSE,FALSE,NA,NA,80258,64925,918.41,742.95,NA,NA,1836.82,2971.81,7,2,9976
all,CH,202037,90524,3236,87288,816995,3.6,0.5,2.3,1,100,8738791,1035.89,9349.06,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-37,3390,38.8,3.9,0,TRUE,177658,308534,3.34,3.34,1.7,FALSE,FALSE,NA,NA,88829,77133.5,1016.49,882.66,NA,NA,2032.98,3530.63,7,0,9976
all,CH,202038,84605,3204,81401,901600,3.8,0.19999999999999973,2.5,1,100,8738791,968.15,10317.22,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-38,-5919,-67.74,-6.5,0,TRUE,175129,335645,3.68,3.41,1.8,FALSE,FALSE,NA,NA,87564.5,83911.25,1002.02,960.22,NA,NA,2004.04,3840.86,7,1,9976
all,CH,202039,67999,2507,65492,969599,3.7,-0.09999999999999964,2.6,1,100,8738791,778.13,11095.34,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-39,-16606,-190.02,-19.6,0,TRUE,152604,330262,3.74,3.53,1.9,FALSE,FALSE,NA,NA,76302,82565.5,873.14,944.82,NA,NA,1746.28,3779.26,7,0,9976
all,CH,202040,67764,3620,64144,1037363,5.3,1.5999999999999996,2.7,1,100,8738791,775.44,11870.78,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-40,-235,-2.69,-0.3,0,TRUE,135763,310892,4.51,4.04,2.3,FALSE,FALSE,NA,NA,67881.5,77723,776.78,889.4,NA,NA,1553.57,3557.61,7,1,9976
all,CH,202041,89353,8939,80414,1126716,10,4.7,3.3,1,100,8738791,1022.49,12893.27,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-41,21589,247.05,31.9,0,TRUE,157117,309721,7.99,5.9,4,FALSE,FALSE,NA,NA,78558.5,77430.25,898.96,886.05,NA,NA,1797.93,3544.21,7,-1,9976
all,CH,202042,126497,19429,107068,1253213,15.4,5.4,4.5,1,100,8738791,1447.53,14340.81,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-42,37144,425.04,41.6,0,TRUE,215850,351613,13.14,9.81,6.6,FALSE,FALSE,NA,NA,107925,87903.25,1235.01,1005.9,NA,NA,2470.02,4023.59,7,0,9976
all,CH,202043,177165,39986,137179,1430378,22.6,7.200000000000001,6.8,1,100,8738791,2027.34,16368.15,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-43,50668,579.81,40.1,0,TRUE,303662,460779,19.57,15.62,9.8,FALSE,FALSE,NA,NA,151831,115194.75,1737.44,1318.2,NA,NA,3474.87,5272.8,7,-1,9976
all,CH,202044,217284,57528,159756,1647662,26.5,3.8999999999999986,9.4,1,100,8738791,2486.43,18854.58,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-44,40119,459.09,22.6,0,TRUE,394449,610299,24.72,20.63,12.4,FALSE,FALSE,NA,NA,197224.5,152574.75,2256.89,1745.95,NA,NA,4513.77,6983.79,7,-1,9976
all,CH,202045,206819,54892,151927,1854481,26.5,0,11.3,1,100,8738791,2366.68,21221.25,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-45,-10465,-119.75,-4.8,0,TRUE,424103,727765,26.51,23.61,13.3,FALSE,FALSE,NA,NA,212051.5,181941.25,2426.55,2082,NA,NA,4853.11,8327.98,7,-1,9976
all,CH,202046,179894,43144,136750,2034375,24,-2.5,12.4,1,100,8738791,2058.57,23279.82,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-46,-26925,-308.11,-13,0,TRUE,386713,781162,25.35,25.03,12.7,FALSE,FALSE,NA,NA,193356.5,195290.5,2212.62,2234.75,NA,NA,4425.25,8939.02,7,0,9976
all,CH,202047,157875,32782,125093,2192250,20.8,-3.1999999999999993,13,1,100,8738791,1806.6,25086.42,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-47,-22019,-251.97,-12.2,0,TRUE,337769,761872,22.48,24.72,11.2,FALSE,FALSE,NA,NA,168884.5,190468,1932.58,2179.57,NA,NA,3865.17,8718.28,7,0,9976
all,CH,202048,160064,28157,131907,2352314,17.6,-3.1999999999999993,13.3,1,100,8738791,1831.65,26918.07,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-48,2189,25.05,1.4,0,TRUE,317939,704652,19.17,22.56,9.6,FALSE,FALSE,NA,NA,158969.5,176163,1819.12,2015.87,NA,NA,3638.25,8063.5,7,0,9976
all,CH,202049,164253,29164,135089,2516567,17.8,0.1999999999999993,13.6,1,100,8738791,1879.58,28797.66,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-49,4189,47.93,2.6,0,TRUE,324317,662086,17.67,20.13,8.8,FALSE,FALSE,NA,NA,162158.5,165521.5,1855.62,1894.1,NA,NA,3711.23,7576.4,7,0,9976
all,CH,202050,209642,31894,177748,2726209,15.2,-2.6000000000000014,13.7,1,100,8738791,2398.98,31196.64,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-50,45389,519.4,27.6,0,TRUE,373895,691834,16.33,17.63,8.2,FALSE,FALSE,NA,NA,186947.5,172958.5,2139.28,1979.2,NA,NA,4278.57,7916.82,7,0,9976
all,CH,202051,242415,31064,211351,2968624,12.8,-2.3999999999999986,13.7,1,100,8738791,2774.01,33970.65,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-51,32773,375.03,15.6,0,TRUE,452057,776374,13.93,15.49,7,FALSE,FALSE,NA,NA,226028.5,194093.5,2586.5,2221.06,NA,NA,5172.99,8884.23,7,0,9976
all,CH,202052,205385,25855,179530,3174009,12.6,-0.20000000000000107,13.6,1,100,8738791,2350.27,36320.92,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-52,-37030,-423.74,-15.3,0,TRUE,447800,821695,12.71,14.36,6.4,FALSE,FALSE,NA,NA,223900,205423.75,2562.14,2350.71,NA,NA,5124.28,9402.85,7,0,9976
all,CH,202053,148602,24883,123719,3322611,16.7,4.1,13.7,1,100,8738791,1700.49,38021.4,COVID19Test,,2023-11-28_06-00-38,isoweek,2020-53,-56783,-649.78,-27.6,0,TRUE,353987,806044,14.33,14.11,7.2,FALSE,FALSE,NA,NA,176993.5,201511,2025.38,2305.94,NA,NA,4050.75,9223.75,7,0,9976
all,CH,202101,166528,24059,142469,3489139,14.4,-2.299999999999999,13.8,1,100,8738791,1905.62,39927.02,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-01,17926,205.13,12.1,0,TRUE,315130,762930,15.53,13.88,7.8,FALSE,FALSE,NA,NA,157565,190732.5,1803.05,2182.6,NA,NA,3606.11,8730.38,7,0,9976
all,CH,202102,146623,16868,129755,3635762,11.5,-2.9000000000000004,13.7,1,100,8738791,1677.84,41604.86,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-02,-19905,-227.78,-12,0,TRUE,313151,667138,13.07,13.74,6.5,FALSE,FALSE,NA,NA,156575.5,166784.5,1791.73,1908.55,NA,NA,3583.46,7634.21,7,0,9976
all,CH,202103,162183,14635,147548,3797945,9,-2.5,13.5,1,100,8738791,1855.9,43460.76,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-03,15560,178.06,10.6,0,TRUE,308806,623936,10.2,12.89,5.1,FALSE,FALSE,NA,NA,154403,155984,1766.87,1784.96,NA,NA,3533.74,7139.84,7,0,9976
all,CH,202104,166983,12549,154434,3964928,7.5,-1.5,13.2,1,100,8738791,1910.82,45371.59,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-04,4800,54.92,3,0,TRUE,329166,642317,8.26,10.6,4.1,FALSE,FALSE,NA,NA,164583,160579.25,1883.36,1837.55,NA,NA,3766.72,7350.18,7,0,9976
all,CH,202105,185229,11294,173935,4150157,6.1,-1.4000000000000004,12.9,1,100,8738791,2119.62,47491.2,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-05,18246,208.8,10.9,0,TRUE,352212,661018,6.77,8.37,3.4,FALSE,FALSE,NA,NA,176106,165254.5,2015.22,1891.05,NA,NA,4030.44,7564.18,7,0,9976
all,CH,202106,193068,9162,183906,4343225,4.7,-1.3999999999999995,12.5,1,100,8738791,2209.32,49700.52,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-06,7839,89.7,4.2,0,TRUE,378297,707463,5.41,6.73,2.7,FALSE,FALSE,NA,NA,189148.5,176865.75,2164.47,2023.92,NA,NA,4328.94,8095.66,7,0,9976
all,CH,202107,175917,7917,168000,4519142,4.5,-0.20000000000000018,12.2,1,100,8738791,2013.06,51713.58,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-07,-17151,-196.26,-8.9,0,TRUE,368985,721197,4.63,5.67,2.3,FALSE,FALSE,NA,NA,184492.5,180299.25,2111.19,2063.21,NA,NA,4222.38,8252.82,7,0,9976
all,CH,202108,167203,8134,159069,4686345,4.9,0.40000000000000036,12,1,100,8738791,1913.34,53626.93,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-08,-8714,-99.72,-5,0,TRUE,343120,721417,4.68,5.06,2.3,FALSE,FALSE,NA,NA,171560,180354.25,1963.2,2063.84,NA,NA,3926.4,8255.34,7,0,9976
all,CH,202109,173483,8437,165046,4859828,4.9,0,11.7,1,100,8738791,1985.21,55612.13,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-09,6280,71.87,3.8,0,TRUE,340686,709671,4.86,4.74,2.4,FALSE,FALSE,NA,NA,170343,177417.75,1949.27,2030.23,NA,NA,3898.55,8120.93,7,0,9976
all,CH,202110,193212,9797,183415,5053040,5.1,0.1999999999999993,11.5,1,100,8738791,2210.97,57823.1,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-10,19729,225.76,11.4,0,TRUE,366695,709815,4.97,4.83,2.5,FALSE,FALSE,NA,NA,183347.5,177453.75,2098.09,2030.64,NA,NA,4196.18,8122.58,7,0,9976
all,CH,202111,228077,11621,216456,5281117,5.1,0,11.2,1,100,8738791,2609.94,60433.04,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-11,34865,398.97,18,0,TRUE,421289,761975,5.08,4.99,2.5,FALSE,FALSE,NA,NA,210644.5,190493.75,2410.45,2179.86,NA,NA,4820.91,8719.46,7,0,9976
all,CH,202112,253214,13862,239352,5534331,5.5,0.40000000000000036,10.9,1,100,8738791,2897.59,63330.63,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-12,25137,287.65,11,0,TRUE,481291,847986,5.29,5.16,2.6,FALSE,FALSE,NA,NA,240645.5,211996.5,2753.76,2425.92,NA,NA,5507.52,9703.7,7,0,9976
all,CH,202113,274556,13915,260641,5808887,5.1,-0.40000000000000036,10.6,1,100,8738791,3141.81,66472.43,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-13,21342,244.22,8.4,0,TRUE,527770,949059,5.26,5.18,2.6,FALSE,FALSE,NA,NA,263885,237264.75,3019.7,2715.08,NA,NA,6039.39,10860.3,7,1,9976
all,CH,202114,202399,15399,187000,6011286,7.6,2.5,10.5,1,100,8738791,2316.1,68788.53,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-14,-72157,-825.71,-26.3,0,TRUE,476955,958246,6.15,5.72,3.1,FALSE,FALSE,NA,NA,238477.5,239561.5,2728.95,2741.36,NA,NA,5457.91,10965.43,7,-3,9976
all,CH,202115,186139,15476,170663,6197425,8.3,0.7000000000000011,10.5,1,100,8738791,2130.03,70918.56,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-15,-16260,-186.07,-8,0,TRUE,388538,916308,7.95,6.4,4,FALSE,FALSE,NA,NA,194269,229077,2223.06,2621.38,NA,NA,4446.13,10485.52,7,2,9976
all,CH,202116,182595,15741,166854,6380020,8.6,0.29999999999999893,10.4,1,100,8738791,2089.48,73008.04,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-16,-3544,-40.55,-1.9,0,TRUE,368734,845689,8.47,7.16,4.2,FALSE,FALSE,NA,NA,184367,211422.25,2109.75,2419.35,NA,NA,4219.51,9677.41,7,0,9976
all,CH,202117,181765,13216,168549,6561785,7.3,-1.2999999999999998,10.3,1,100,8738791,2079.98,75088.02,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-17,-830,-9.5,-0.5,0,TRUE,364360,752898,7.95,7.95,4,FALSE,FALSE,NA,NA,182180,188224.5,2084.73,2153.9,NA,NA,4169.46,8615.59,7,0,9976
all,CH,202118,175829,11347,164482,6737614,6.5,-0.7999999999999998,10.2,1,100,8738791,2012.05,77100.07,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-18,-5936,-67.93,-3.3,0,TRUE,357594,726328,6.87,7.68,3.4,FALSE,FALSE,NA,NA,178797,181582,2046.02,2077.88,NA,NA,4092.03,8311.54,7,0,9976
all,CH,202119,182350,8663,173687,6919964,4.8,-1.7000000000000002,10.1,1,100,8738791,2086.67,79186.74,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-19,6521,74.62,3.7,0,TRUE,358179,722539,5.59,6.78,2.8,FALSE,FALSE,NA,NA,179089.5,180634.75,2049.36,2067.05,NA,NA,4098.72,8268.18,7,0,9976
all,CH,202120,198637,8210,190427,7118601,4.1,-0.7000000000000002,9.9,1,100,8738791,2273.05,81459.79,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-20,16287,186.38,8.9,0,TRUE,380987,738581,4.43,5.61,2.2,FALSE,FALSE,NA,NA,190493.5,184645.25,2179.86,2112.94,NA,NA,4359.72,8451.75,7,-1,9976
all,CH,202121,154839,5694,149145,7273440,3.7,-0.39999999999999947,9.8,1,100,8738791,1771.86,83231.65,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-21,-43798,-501.19,-22,0,TRUE,353476,711655,3.93,4.77,2,FALSE,FALSE,NA,NA,176738,177913.75,2022.45,2035.91,NA,NA,4044.91,8143.63,7,0,9976
all,CH,202122,161997,4018,157979,7435437,2.5,-1.2000000000000002,9.6,1,100,8738791,1853.77,85085.42,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-22,7158,81.91,4.6,0,TRUE,316836,697823,3.07,3.81,1.5,FALSE,FALSE,NA,NA,158418,174455.75,1812.81,1996.34,NA,NA,3625.63,7985.35,7,0,9976
all,CH,202123,142044,2772,139272,7577481,2,-0.5,9.5,1,100,8738791,1625.44,86710.86,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-23,-19953,-228.33,-12.3,0,TRUE,304041,657517,2.23,3.15,1.1,FALSE,FALSE,NA,NA,152020.5,164379.25,1739.61,1881.03,NA,NA,3479.21,7524.12,7,0,9976
all,CH,202124,140400,1493,138907,7717881,1.1,-0.8999999999999999,9.3,1,100,8738791,1606.63,88317.49,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-24,-1644,-18.81,-1.2,0,TRUE,282444,599280,1.51,2.33,0.8,FALSE,FALSE,NA,NA,141222,149820,1616.04,1714.42,NA,NA,3232.07,6857.7,7,0,9976
all,CH,202125,131372,923,130449,7849253,0.7,-0.40000000000000013,9.2,1,100,8738791,1503.32,89820.81,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-25,-9028,-103.31,-6.4,0,TRUE,271772,575813,0.89,1.6,0.4,FALSE,FALSE,NA,NA,135886,143953.25,1554.97,1647.29,NA,NA,3109.95,6589.16,7,0,9976
all,CH,202126,166500,1188,165312,8015753,0.7,0,9,1,100,8738791,1905.3,91726.11,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-26,35128,401.98,26.7,0,TRUE,297872,580316,0.71,1.1,0.4,FALSE,FALSE,NA,NA,148936,145079,1704.31,1660.17,NA,NA,3408.62,6640.69,7,0,9976
all,CH,202127,186936,2299,184637,8202689,1.2,0.5,8.8,1,100,8738791,2139.15,93865.26,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-27,20436,233.85,12.3,0,TRUE,353436,625208,0.99,0.94,0.5,FALSE,FALSE,NA,NA,176718,156302,2022.22,1788.6,NA,NA,4044.45,7154.4,7,0,9976
all,CH,202128,187391,4359,183032,8390080,2.3,1.0999999999999999,8.7,1,100,8738791,2144.36,96009.62,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-28,455,5.21,0.2,0,TRUE,374327,672199,1.78,1.3,0.9,FALSE,FALSE,NA,NA,187163.5,168049.75,2141.76,1923.03,NA,NA,4283.51,7692.13,7,1,9976
all,CH,202129,159424,5798,153626,8549504,3.6,1.3000000000000003,8.6,1,100,8738791,1824.33,97833.95,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-29,-27967,-320.03,-14.9,0,TRUE,346815,700251,2.93,1.95,1.5,FALSE,FALSE,NA,NA,173407.5,175062.75,1984.34,2003.28,NA,NA,3968.68,8013.13,7,-3,9976
all,CH,202130,143225,6204,137021,8692729,4.3,0.6999999999999997,8.5,1,100,8738791,1638.96,99472.9,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-30,-16199,-185.37,-10.2,0,TRUE,302649,676976,3.97,2.76,2,FALSE,FALSE,NA,NA,151324.5,169244,1731.64,1936.7,NA,NA,3463.28,7746.79,7,2,9976
all,CH,202131,129704,8675,121029,8822433,6.7,2.4000000000000004,8.5,1,100,8738791,1484.23,100957.13,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-31,-13521,-154.73,-9.4,0,TRUE,272929,619744,5.45,4.04,2.7,FALSE,FALSE,NA,NA,136464.5,154936,1561.59,1772.97,NA,NA,3123.19,7091.87,7,2,9976
all,CH,202132,139270,16041,123229,8961703,11.5,4.8,8.5,1,100,8738791,1593.7,102550.83,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-32,9566,109.47,7.4,0,TRUE,268974,571623,9.19,6.42,4.6,FALSE,FALSE,NA,NA,134487,142905.75,1538.97,1635.3,NA,NA,3077.93,6541.21,7,-1,9976
all,CH,202133,162147,20628,141519,9123850,12.7,1.1999999999999993,8.6,1,100,8738791,1855.49,104406.32,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-33,22877,261.79,16.4,0,TRUE,301417,574346,12.17,8.98,6.1,FALSE,FALSE,NA,NA,150708.5,143586.5,1724.59,1643.09,NA,NA,3449.18,6572.37,7,3,9976
