nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,sum2w,sum4w,anteil_pos_2w,anteil_pos_4w,anteil_pos_mean2w,timeframe_2w,timeframe_4w,sumTotal_last2w,sumTotal_last4w,mean2w,mean4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_diff_last_age,entries_diff_week,entries_diff_last
all,GE,202143,12629,696,11933,958295,5.5,1.5,8.5,1,100,509448,2478.96,188104.58,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-43,-4626,-908.04,-26.8,0,TRUE,29884,63089,4.62,3.68,2.3,FALSE,FALSE,NA,NA,14942,15772.25,2932.98,3095.95,NA,NA,5865.96,12383.8,7,0,1027
all,GE,202144,14129,799,13330,972424,5.7,0.20000000000000018,8.4,1,100,509448,2773.39,190877.97,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-44,1500,294.43,11.9,0,TRUE,26758,58609,5.59,4.59,2.8,FALSE,FALSE,NA,NA,13379,14652.25,2626.18,2876.1,NA,NA,5252.35,11504.41,7,0,1027
all,GE,202145,15038,1052,13986,987462,7,1.2999999999999998,8.4,1,100,509448,2951.82,193829.79,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-45,909,178.43,6.4,0,TRUE,29167,59051,6.35,5.47,3.2,FALSE,FALSE,NA,NA,14583.5,14762.75,2862.61,2897.79,NA,NA,5725.22,11591.17,7,0,1027
all,GE,202146,18047,1698,16349,1005509,9.4,2.4000000000000004,8.4,1,100,509448,3542.46,197372.25,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-46,3009,590.64,20,0,TRUE,33085,59843,8.31,7.09,4.2,FALSE,FALSE,NA,NA,16542.5,14960.75,3247.14,2936.66,NA,NA,6494.28,11746.64,7,0,1027
all,GE,202147,24301,3257,21044,1029810,13.4,4,8.5,1,100,509448,4770.06,202142.32,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-47,6254,1227.6,34.7,0,TRUE,42348,71515,11.7,9.52,5.9,FALSE,FALSE,NA,NA,21174,17878.75,4156.26,3509.44,NA,NA,8312.53,14037.74,7,0,1027
all,GE,202148,31172,4735,26437,1060982,15.2,1.799999999999999,8.7,1,100,509448,6118.78,208261.1,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-48,6871,1348.72,28.3,0,TRUE,55473,88558,14.41,12.13,7.2,FALSE,FALSE,NA,NA,27736.5,22139.5,5444.42,4345.78,NA,NA,10888.84,17383.13,7,0,1027
all,GE,202149,36159,5371,30788,1097141,14.9,-0.29999999999999893,8.9,1,100,509448,7097.68,215358.78,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-49,4987,978.9,16,0,TRUE,67331,109679,15.01,13.73,7.5,FALSE,FALSE,NA,NA,33665.5,27419.75,6608.23,5382.25,NA,NA,13216.46,21528.99,7,0,1027
all,GE,202150,38717,5771,32946,1135858,14.9,0,9.1,1,100,509448,7599.79,222958.57,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-50,2558,502.11,7.1,0,TRUE,74876,130349,14.88,14.68,7.4,FALSE,FALSE,NA,NA,37438,32587.25,7348.74,6396.58,NA,NA,14697.48,25586.32,7,0,1027
all,GE,202151,38997,7207,31790,1174855,18.5,3.5999999999999996,9.5,1,100,509448,7654.76,230613.33,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-51,280,54.97,0.7,0,TRUE,77714,145045,16.7,15.92,8.3,FALSE,FALSE,NA,NA,38857,36261.25,7627.28,7117.75,NA,NA,15254.55,28471.01,7,0,1027
all,GE,202152,35970,12574,23396,1210825,35,16.5,10.2,1,100,509448,7060.58,237673.91,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-52,-3027,-594.18,-7.8,0,TRUE,74967,149843,26.39,20.64,13.2,FALSE,FALSE,NA,NA,37483.5,37460.75,7357.67,7353.2,NA,NA,14715.34,29412.82,7,0,1027
all,GE,202201,48484,20079,28405,1259309,41.4,6.399999999999999,11.4,1,100,509448,9516.97,247190.88,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-01,12514,2456.39,34.8,0,TRUE,84454,162168,38.66,28.14,19.3,FALSE,FALSE,NA,NA,42227,40542,8288.78,7958.03,NA,NA,16577.55,31832.1,7,0,1027
all,GE,202202,48592,20882,27710,1307901,43,1.6000000000000014,12.6,1,100,509448,9538.17,256729.05,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-02,108,21.2,0.2,0,TRUE,97076,172043,42.19,35.31,21.1,FALSE,FALSE,NA,NA,48538,43010.75,9527.57,8442.62,NA,NA,19055.13,33770.47,7,0,1027
all,GE,202203,49448,23544,25904,1357349,47.6,4.600000000000001,13.9,1,100,509448,9706.19,266435.24,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-03,856,168.02,1.8,0,TRUE,98040,182494,45.31,42.24,22.7,FALSE,FALSE,NA,NA,49020,45623.5,9622.18,8955.48,NA,NA,19244.36,35821.91,7,-1,1027
all,GE,202204,45273,21171,24102,1402622,46.8,-0.8000000000000043,14.9,1,100,509448,8886.68,275321.92,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-04,-4175,-819.51,-8.4,0,TRUE,94721,191797,47.21,44.67,23.6,FALSE,FALSE,NA,NA,47360.5,47949.25,9296.43,9412,NA,NA,18592.87,37648,7,0,1027
all,GE,202205,31813,13686,18127,1434435,43,-3.799999999999997,15.5,1,100,509448,6244.6,281566.52,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-05,-13460,-2642.08,-29.7,0,TRUE,77086,175126,45.22,45.27,22.6,FALSE,FALSE,NA,NA,38543,43781.5,7565.64,8593.91,NA,NA,15131.28,34375.64,7,-3,1027
all,GE,202206,22665,7532,15133,1457100,33.2,-9.799999999999997,15.8,1,100,509448,4448.93,286015.45,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-06,-9148,-1795.67,-28.8,0,TRUE,54478,149199,38.95,44.19,19.5,FALSE,FALSE,NA,NA,27239,37299.75,5346.77,7321.6,NA,NA,10693.53,29286.4,7,0,1027
all,GE,202207,12948,3884,9064,1470048,30,-3.200000000000003,15.9,1,100,509448,2541.57,288557.03,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-07,-9717,-1907.36,-42.9,0,TRUE,35613,112699,32.06,41.06,16,FALSE,FALSE,NA,NA,17806.5,28174.75,3495.25,5530.45,NA,NA,6990.51,22121.79,7,0,1027
all,GE,202208,11936,3644,8292,1481984,30.5,0.5,16.1,1,100,509448,2342.93,290899.95,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-08,-1012,-198.64,-7.8,0,TRUE,24884,79362,30.25,36.22,15.1,FALSE,FALSE,NA,NA,12442,19840.5,2442.25,3894.51,NA,NA,4884.5,15578.04,7,0,1027
all,GE,202209,11973,3506,8467,1493957,29.3,-1.1999999999999993,16.2,1,100,509448,2350.19,293250.15,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-09,37,7.26,0.3,0,TRUE,23909,59522,29.91,31.19,15,FALSE,FALSE,NA,NA,11954.5,14880.5,2346.56,2920.91,NA,NA,4693.12,11683.63,7,0,1027
all,GE,202210,13947,4764,9183,1507904,34.2,4.900000000000002,16.3,1,100,509448,2737.67,295987.81,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-10,1974,387.48,16.5,0,TRUE,25920,50804,31.91,31.1,16,FALSE,FALSE,NA,NA,12960,12701,2543.93,2493.09,NA,NA,5087.86,9972.36,7,0,1027
all,GE,202211,16042,6030,10012,1523946,37.6,3.3999999999999986,16.6,1,100,509448,3148.9,299136.71,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-11,2095,411.23,15,0,TRUE,29989,53898,35.99,33.29,18,FALSE,FALSE,NA,NA,14994.5,13474.5,2943.28,2644.92,NA,NA,5886.57,10579.69,7,0,1027
all,GE,202212,15247,5680,9567,1539193,37.3,-0.30000000000000426,16.8,1,100,509448,2992.85,302129.56,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-12,-795,-156.05,-5,0,TRUE,31289,57209,37.43,34.92,18.7,FALSE,FALSE,NA,NA,15644.5,14302.25,3070.87,2807.4,NA,NA,6141.75,11229.61,7,0,1027
all,GE,202213,13135,4588,8547,1552328,34.9,-2.3999999999999986,16.9,1,100,509448,2578.28,304707.84,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-13,-2112,-414.57,-13.9,0,TRUE,28382,58371,36.18,36.08,18.1,FALSE,FALSE,NA,NA,14191,14592.75,2785.56,2864.42,NA,NA,5571.13,11457.7,7,0,1027
all,GE,202214,10861,3358,7503,1563189,30.9,-4,17,1,100,509448,2131.92,306839.76,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-14,-2274,-446.36,-17.3,0,TRUE,23996,55285,33.11,35.55,16.6,FALSE,FALSE,NA,NA,11998,13821.25,2355.1,2712.99,NA,NA,4710.2,10851.94,7,0,1027
all,GE,202215,10650,3047,7603,1573839,28.6,-2.299999999999997,17.1,1,100,509448,2090.5,308930.25,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-15,-211,-41.42,-1.9,0,TRUE,21511,49893,29.78,33.42,14.9,FALSE,FALSE,NA,NA,10755.5,12473.25,2111.21,2448.39,NA,NA,4222.41,9793.54,7,0,1027
all,GE,202216,6888,2179,4709,1580727,31.6,3,17.2,1,100,509448,1352.05,310282.31,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-16,-3762,-738.45,-35.3,0,TRUE,17538,41534,29.8,31.71,14.9,FALSE,FALSE,NA,NA,8769,10383.5,1721.27,2038.19,NA,NA,3442.55,8152.75,7,0,1027
all,GE,202217,6382,1620,4762,1587109,25.4,-6.200000000000003,17.2,1,100,509448,1252.73,311535.03,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-17,-506,-99.32,-7.3,0,TRUE,13270,34781,28.63,29.34,14.3,FALSE,FALSE,NA,NA,6635,8695.25,1302.39,1706.8,NA,NA,2604.78,6827.19,7,0,1027
all,GE,202218,5995,1210,4785,1593104,20.2,-5.199999999999999,17.2,1,100,509448,1176.76,312711.8,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-18,-387,-75.97,-6.1,0,TRUE,12377,29915,22.86,26.93,11.4,FALSE,FALSE,NA,NA,6188.5,7478.75,1214.75,1468.01,NA,NA,2429.49,5872.04,7,0,1027
all,GE,202219,5977,1088,4889,1599081,18.2,-2,17.2,1,100,509448,1173.23,313885.03,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-19,-18,-3.53,-0.3,0,TRUE,11972,25242,19.19,24.15,9.6,FALSE,FALSE,NA,NA,5986,6310.5,1175,1238.69,NA,NA,2349.99,4954.77,7,0,1027
all,GE,202220,5751,885,4866,1604832,15.4,-2.799999999999999,17.2,1,100,509448,1128.87,315013.9,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-20,-226,-44.36,-3.8,0,TRUE,11728,24105,16.82,19.93,8.4,FALSE,FALSE,NA,NA,5864,6026.25,1151.05,1182.9,NA,NA,2302.1,4731.59,7,0,1027
all,GE,202221,4570,710,3860,1609402,15.5,0.09999999999999964,17.2,1,100,509448,897.05,315910.95,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-21,-1181,-231.82,-20.5,0,TRUE,10321,22293,15.45,17.46,7.7,FALSE,FALSE,NA,NA,5160.5,5573.25,1012.96,1093.98,NA,NA,2025.92,4375.91,7,0,1027
all,GE,202222,4520,1010,3510,1613922,22.3,6.800000000000001,17.2,1,100,509448,887.23,316798.18,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-22,-50,-9.82,-1.1,0,TRUE,9090,20818,18.92,17.74,9.5,FALSE,FALSE,NA,NA,4545,5204.5,892.14,1021.6,NA,NA,1784.28,4086.38,7,0,1027
all,GE,202223,3961,1178,2783,1617883,29.7,7.399999999999999,17.2,1,100,509448,777.51,317575.69,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-23,-559,-109.72,-12.4,0,TRUE,8481,18802,25.8,20.12,12.9,FALSE,FALSE,NA,NA,4240.5,4700.5,832.37,922.67,NA,NA,1664.74,3690.66,7,0,1027
all,GE,202224,5366,2003,3363,1623249,37.3,7.599999999999998,17.3,1,100,509448,1053.3,318628.99,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-24,1405,275.79,35.5,0,TRUE,9327,18417,34.11,26.61,17.1,FALSE,FALSE,NA,NA,4663.5,4604.25,915.4,903.77,NA,NA,1830.81,3615.09,7,0,1027
all,GE,202225,7234,3082,4152,1630483,42.6,5.300000000000004,17.4,1,100,509448,1419.97,320048.95,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-25,1868,366.67,34.8,0,TRUE,12600,21081,40.36,34.5,20.2,FALSE,FALSE,NA,NA,6300,5270.25,1236.63,1034.5,NA,NA,2473.27,4138.01,7,0,1027
all,GE,202226,10045,4123,5922,1640528,41,-1.6000000000000014,17.6,1,100,509448,1971.74,322020.7,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-26,2811,551.77,38.9,0,TRUE,17279,26606,41.7,39.04,20.8,FALSE,FALSE,NA,NA,8639.5,6651.5,1695.86,1305.63,NA,NA,3391.71,5222.52,7,0,1027
all,GE,202227,10334,4556,5778,1650862,44.1,3.1000000000000014,17.7,1,100,509448,2028.47,324049.17,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-27,289,56.73,2.9,0,TRUE,20379,32979,42.59,41.74,21.3,FALSE,FALSE,NA,NA,10189.5,8244.75,2000.11,1618.37,NA,NA,4000.21,6473.48,7,0,1027
all,GE,202228,8525,3346,5179,1659387,39.2,-4.899999999999999,17.8,1,100,509448,1673.38,325722.55,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-28,-1809,-355.09,-17.5,0,TRUE,18859,36138,41.9,41.8,21,FALSE,FALSE,NA,NA,9429.5,9034.5,1850.92,1773.39,NA,NA,3701.85,7093.56,7,0,1027
all,GE,202229,6469,2508,3961,1665856,38.8,-0.4000000000000057,17.9,1,100,509448,1269.81,326992.35,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-29,-2056,-403.57,-24.1,0,TRUE,14994,35373,39.04,41.09,19.5,FALSE,FALSE,NA,NA,7497,8843.25,1471.59,1735.85,NA,NA,2943.19,6943.4,7,0,1027
all,GE,202230,5579,1867,3712,1671435,33.5,-5.299999999999997,18,1,100,509448,1095.11,328087.46,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-30,-890,-174.7,-13.8,0,TRUE,12048,30907,36.31,39.72,18.2,FALSE,FALSE,NA,NA,6024,7726.75,1182.46,1516.69,NA,NA,2364.91,6066.76,7,0,1027
all,GE,202231,3943,1257,2686,1675378,31.9,-1.6000000000000014,18,1,100,509448,773.97,328861.43,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-31,-1636,-321.14,-29.3,0,TRUE,9522,24516,32.81,36.62,16.4,FALSE,FALSE,NA,NA,4761,6129,934.54,1203.07,NA,NA,1869.08,4812.27,7,0,1027
all,GE,202232,3365,978,2387,1678743,29.1,-2.799999999999997,18,1,100,509448,660.52,329521.95,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-32,-578,-113.45,-14.7,0,TRUE,7308,19356,30.58,34.15,15.3,FALSE,FALSE,NA,NA,3654,4839,717.25,949.85,NA,NA,1434.49,3799.41,7,0,1027
all,GE,202233,3141,760,2381,1681884,24.2,-4.900000000000002,18,1,100,509448,616.55,330138.5,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-33,-224,-43.97,-6.7,0,TRUE,6506,16028,26.71,30.33,13.4,FALSE,FALSE,NA,NA,3253,4007,638.53,786.54,NA,NA,1277.07,3146.15,7,0,1027
all,GE,202234,3333,761,2572,1685217,22.8,-1.3999999999999986,18,1,100,509448,654.24,330792.74,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-34,192,37.69,6.1,0,TRUE,6474,13782,23.49,27.25,11.7,FALSE,FALSE,NA,NA,3237,3445.5,635.39,676.32,NA,NA,1270.79,2705.28,7,0,1027
all,GE,202235,3126,651,2475,1688343,20.8,-2,18.1,1,100,509448,613.61,331406.35,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-35,-207,-40.63,-6.2,0,TRUE,6459,12965,21.86,24.3,10.9,FALSE,FALSE,NA,NA,3229.5,3241.25,633.92,636.23,NA,NA,1267.84,2544.91,7,0,1027
all,GE,202236,2675,586,2089,1691018,21.9,1.0999999999999979,18.1,1,100,509448,525.08,331931.42,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-36,-451,-88.53,-14.4,0,TRUE,5801,12275,21.32,22.47,10.7,FALSE,FALSE,NA,NA,2900.5,3068.75,569.34,602.37,NA,NA,1138.68,2409.47,7,0,1027
all,GE,202237,3010,702,2308,1694028,23.3,1.4000000000000021,18.1,1,100,509448,590.84,332522.26,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-37,335,65.76,12.5,0,TRUE,5685,12144,22.66,22.23,11.3,FALSE,FALSE,NA,NA,2842.5,3036,557.96,595.94,NA,NA,1115.91,2383.76,7,0,1027
all,GE,202238,2932,695,2237,1696960,23.7,0.3999999999999986,18.1,1,100,509448,575.52,333097.78,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-38,-78,-15.32,-2.6,0,TRUE,5942,11743,23.51,22.43,11.8,FALSE,FALSE,NA,NA,2971,2935.75,583.18,576.26,NA,NA,1166.36,2305.04,7,0,1027
all,GE,202239,3197,997,2200,1700157,31.2,7.5,18.1,1,100,509448,627.54,333725.33,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-39,265,52.02,9,0,TRUE,6129,11814,27.61,25.22,13.8,FALSE,FALSE,NA,NA,3064.5,2953.5,601.53,579.75,NA,NA,1203.07,2318.98,7,0,1027
all,GE,202240,4316,1576,2740,1704473,36.5,5.300000000000001,18.1,1,100,509448,847.19,334572.52,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-40,1119,219.65,35,0,TRUE,7513,13455,34.25,29.51,17.1,FALSE,FALSE,NA,NA,3756.5,3363.75,737.37,660.27,NA,NA,1474.73,2641.09,7,0,1027
all,GE,202241,4709,1744,2965,1709182,37,0.5,18.2,1,100,509448,924.33,335496.85,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-41,393,77.14,9.1,0,TRUE,9025,15154,36.79,33.07,18.4,FALSE,FALSE,NA,NA,4512.5,3788.5,885.76,743.65,NA,NA,1771.53,2974.59,7,0,1027
all,GE,202242,4834,1547,3287,1714016,32,-5,18.2,1,100,509448,948.87,336445.72,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-42,125,24.54,2.7,0,TRUE,9543,17056,34.49,34.38,17.2,FALSE,FALSE,NA,NA,4771.5,4264,936.6,836.98,NA,NA,1873.2,3347.94,7,0,1027
all,GE,202243,3607,1267,2340,1717623,35.1,3.1000000000000014,18.3,1,100,509448,708.02,337153.74,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-43,-1227,-240.85,-25.4,0,TRUE,8441,17466,33.34,35.12,16.7,FALSE,FALSE,NA,NA,4220.5,4366.5,828.45,857.1,NA,NA,1656.89,3428.42,7,0,1027
all,GE,202244,3555,1138,2417,1721178,32,-3.1000000000000014,18.3,1,100,509448,697.81,337851.56,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-44,-52,-10.21,-1.4,0,TRUE,7162,16705,33.58,34.1,16.8,FALSE,FALSE,NA,NA,3581,4176.25,702.92,819.76,NA,NA,1405.84,3279.04,7,0,1027
all,GE,202245,3695,1311,2384,1724873,35.5,3.5,18.3,1,100,509448,725.29,338576.85,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-45,140,27.48,3.9,0,TRUE,7250,15691,33.78,33.54,16.9,FALSE,FALSE,NA,NA,3625,3922.75,711.55,770,NA,NA,1423.11,3080,7,0,1027
all,GE,202246,4076,1523,2553,1728949,37.4,1.8999999999999986,18.4,1,100,509448,800.08,339376.93,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-46,381,74.79,10.3,0,TRUE,7771,14933,36.47,35.08,18.2,FALSE,FALSE,NA,NA,3885.5,3733.25,762.69,732.8,NA,NA,1525.38,2931.21,7,0,1027
all,GE,202247,4275,1630,2645,1733224,38.1,0.7000000000000028,18.4,1,100,509448,839.14,340216.08,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-47,199,39.06,4.9,0,TRUE,8351,15601,37.76,35.91,18.9,FALSE,FALSE,NA,NA,4175.5,3900.25,819.61,765.58,NA,NA,1639.23,3062.33,7,0,1027
all,GE,202248,4750,1784,2966,1737974,37.6,-0.5,18.5,1,100,509448,932.38,341148.46,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-48,475,93.24,11.1,0,TRUE,9025,16796,37.83,37.2,18.9,FALSE,FALSE,NA,NA,4512.5,4199,885.76,824.23,NA,NA,1771.53,3296.9,7,0,1027
all,GE,202249,4727,1650,3077,1742701,34.9,-2.700000000000003,18.5,1,100,509448,927.87,342076.33,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-49,-23,-4.51,-0.5,0,TRUE,9477,17828,36.24,36.95,18.1,FALSE,FALSE,NA,NA,4738.5,4457,930.12,874.87,NA,NA,1860.25,3499.47,7,0,1027
all,GE,202250,4317,1262,3055,1747018,29.2,-5.699999999999999,18.6,1,100,509448,847.39,342923.71,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-50,-410,-80.48,-8.7,0,TRUE,9044,18069,32.2,35.01,16.1,FALSE,FALSE,NA,NA,4522,4517.25,887.63,886.7,NA,NA,1775.25,3546.78,7,0,1027
all,GE,202251,4051,1002,3049,1751069,24.7,-4.5,18.6,1,100,509448,795.17,343718.89,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-51,-266,-52.22,-6.2,0,TRUE,8368,17845,27.06,31.93,13.5,FALSE,FALSE,NA,NA,4184,4461.25,821.28,875.7,NA,NA,1642.56,3502.81,7,0,1027
all,GE,202252,2332,444,1888,1753401,19,-5.699999999999999,18.6,1,100,509448,457.75,344176.64,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-52,-1719,-337.42,-42.4,0,TRUE,6383,15427,22.65,28.25,11.3,FALSE,FALSE,NA,NA,3191.5,3856.75,626.46,757.04,NA,NA,1252.92,3028.18,7,0,1027
all,GE,202301,1500,228,1272,1754901,15.2,-3.8000000000000007,18.6,1,100,509448,294.44,344471.07,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-01,-832,-163.31,-35.7,0,TRUE,3832,12200,17.54,24.07,8.8,FALSE,FALSE,NA,NA,1916,3050,376.09,598.69,NA,NA,752.19,2394.75,7,0,1027
all,GE,202302,1228,141,1087,1756129,11.5,-3.6999999999999993,18.6,1,100,509448,241.05,344712.12,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-02,-272,-53.39,-18.1,0,TRUE,2728,9111,13.53,19.92,6.8,FALSE,FALSE,NA,NA,1364,2277.75,267.74,447.1,NA,NA,535.48,1788.41,7,0,1027
all,GE,202303,1031,95,936,1757160,9.2,-2.3000000000000007,18.6,1,100,509448,202.38,344914.5,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-03,-197,-38.67,-16,0,TRUE,2259,6091,10.45,14.91,5.2,FALSE,FALSE,NA,NA,1129.5,1522.75,221.71,298.9,NA,NA,443.42,1195.61,7,0,1027
all,GE,202304,1013,88,925,1758173,8.7,-0.5,18.6,1,100,509448,198.84,345113.34,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-04,-18,-3.54,-1.7,0,TRUE,2044,4772,8.95,11.57,4.5,FALSE,FALSE,NA,NA,1022,1193,200.61,234.18,NA,NA,401.22,936.7,7,0,1027
all,GE,202305,1196,120,1076,1759369,10,1.3000000000000007,18.5,1,100,509448,234.76,345348.1,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-05,183,35.92,18.1,0,TRUE,2209,4468,9.42,9.94,4.7,FALSE,FALSE,NA,NA,1104.5,1117,216.8,219.26,NA,NA,433.61,877.03,7,0,1027
all,GE,202306,1102,99,1003,1760471,9,-1,18.5,1,100,509448,216.31,345564.41,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-06,-94,-18.45,-7.9,0,TRUE,2298,4342,9.53,9.26,4.8,FALSE,FALSE,NA,NA,1149,1085.5,225.54,213.07,NA,NA,451.08,852.3,7,0,1027
all,GE,202307,1266,121,1145,1761737,9.6,0.5999999999999996,18.5,1,100,509448,248.5,345812.92,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-07,164,32.19,14.9,0,TRUE,2368,4577,9.29,9.35,4.6,FALSE,FALSE,NA,NA,1184,1144.25,232.41,224.61,NA,NA,464.82,898.42,7,0,1027
all,GE,202308,1160,94,1066,1762897,8.1,-1.5,18.5,1,100,509448,227.7,346040.62,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-08,-106,-20.8,-8.4,0,TRUE,2426,4724,8.86,9.19,4.4,FALSE,FALSE,NA,NA,1213,1181,238.1,231.82,NA,NA,476.2,927.28,7,0,1027
all,GE,202309,1048,111,937,1763945,10.6,2.5,18.5,1,100,509448,205.71,346246.33,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-09,-112,-21.99,-9.7,0,TRUE,2208,4576,9.28,9.29,4.6,FALSE,FALSE,NA,NA,1104,1144,216.71,224.56,NA,NA,433.41,898.23,7,0,1027
all,GE,202310,1021,138,883,1764966,13.5,2.9000000000000004,18.5,1,100,509448,200.41,346446.74,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-10,-27,-5.3,-2.6,0,TRUE,2069,4495,12.03,10.32,6,FALSE,FALSE,NA,NA,1034.5,1123.75,203.06,220.58,NA,NA,406.13,882.33,7,0,1027
all,GE,202311,1001,121,880,1765967,12.1,-1.4000000000000004,18.5,1,100,509448,196.49,346643.23,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-11,-20,-3.92,-2,0,TRUE,2022,4230,12.81,10.97,6.4,FALSE,FALSE,NA,NA,1011,1057.5,198.45,207.58,NA,NA,396.9,830.31,7,0,1027
all,GE,202312,924,119,805,1766891,12.9,0.8000000000000007,18.5,1,100,509448,181.37,346824.6,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-12,-77,-15.12,-7.7,0,TRUE,1925,3994,12.47,12.24,6.2,FALSE,FALSE,NA,NA,962.5,998.5,188.93,196,NA,NA,377.86,783.99,7,0,1027
all,GE,202313,924,110,814,1767815,11.9,-1,18.5,1,100,509448,181.37,347005.98,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-13,0,0,0,0,TRUE,1848,3870,12.39,12.61,6.2,FALSE,FALSE,NA,NA,924,967.5,181.37,189.91,NA,NA,362.75,759.65,7,0,1027
all,GE,202314,1136,125,1011,1768951,11,-0.9000000000000004,18.5,1,100,509448,222.99,347228.96,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-14,212,41.62,22.9,0,TRUE,2060,3985,11.41,11.92,5.7,FALSE,FALSE,NA,NA,1030,996.25,202.18,195.55,NA,NA,404.36,782.22,7,0,1027
all,GE,202315,754,115,639,1769705,15.3,4.300000000000001,18.5,1,100,509448,148,347376.96,COVID19Test,,2023-11-28_06-00-38,isoweek,2023-15,-382,-74.99,-33.6,0,TRUE,1890,3738,12.7,12.55,6.3,FALSE,FALSE,NA,NA,945,934.5,185.49,183.43,NA,NA,370.99,733.74,7,0,1027
