sex,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
female,FL,202045,3,TRUE,23,0.375,37.5,19687,15.24,116.83,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-2,-10.16,-40,-1
female,FR,202045,32,TRUE,266,0.323,32.300000000000004,164751,19.42,161.46,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-14,-8.5,-30.4,-6.699999999999996
female,GE,202045,33,TRUE,337,0.452,45.2,262530,12.57,128.37,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,3,1.14,10,9.900000000000006
female,GL,202045,5,TRUE,18,0.312,31.2,20378,24.54,88.33,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,2,9.82,66.7,3.8999999999999986
female,GR,202045,12,TRUE,79,0.545,54.50000000000001,100331,11.96,78.74,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,3,2.99,33.3,21.200000000000003
female,JU,202045,3,TRUE,65,0.375,37.5,37276,8.05,174.37,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-3,-8.05,-50,0
female,LU,202045,17,TRUE,90,0.34,34,210861,8.06,42.68,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-9,-4.27,-34.6,-12.400000000000006
female,NE,202045,43,TRUE,214,0.426,42.6,89772,47.9,238.38,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-3,-3.34,-6.5,-5.299999999999997
female,NW,202045,3,TRUE,17,0.429,42.9,21406,14.01,79.42,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,3,14.01,NA,42.9
female,OW,202045,4,TRUE,12,0.571,57.099999999999994,18981,21.07,63.22,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,0,0,-9.600000000000009
female,SG,202045,40,TRUE,178,0.417,41.699999999999996,258594,15.47,68.83,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,14,5.42,53.8,6.099999999999994
female,SH,202045,6,TRUE,23,0.667,66.7,42387,14.16,54.26,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,4,9.44,200,41.7
female,SO,202045,25,TRUE,102,0.463,46.300000000000004,140198,17.83,72.75,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,5,3.56,25,7.800000000000004
female,SZ,202045,16,TRUE,87,0.39,39,79628,20.09,109.26,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-3,-3.77,-15.8,5.699999999999996
female,TG,202045,11,TRUE,92,0.314,31.4,141817,7.76,64.87,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-9,-6.34,-45,-25.699999999999996
female,TI,202045,65,TRUE,484,0.367,36.7,180732,35.96,267.8,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-2,-1.11,-3,-8
female,UR,202045,2,TRUE,10,0.5,50,18203,10.99,54.94,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,-1,-5.49,-33.3,-10
female,VD,202045,94,TRUE,636,0.45,45,418657,22.45,151.91,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,2,0.47,2.2,1.3999999999999986
female,VS,202045,60,TRUE,320,0.441,44.1,177734,33.76,180.04,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,8,4.5,15.4,4.399999999999999
female,ZG,202045,3,TRUE,22,0.6,60,64046,4.68,34.35,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,0,0,17.1
female,ZH,202045,65,TRUE,463,0.394,39.4,784417,8.29,59.02,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,3,0.39,4.8,1.3999999999999986
unknown,AG,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,AI,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,AR,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,BE,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,BL,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,BS,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,FL,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,FR,202045,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,GE,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,GL,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,GR,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,JU,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,LU,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,NE,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,NW,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,OW,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,SG,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,SH,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,SO,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,SZ,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,TG,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,TI,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,UR,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,VD,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,VS,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,ZG,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
unknown,ZH,202045,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-45,0,NA,NA,0
male,AG,202046,49,TRUE,336,0.576,57.599999999999994,353433,13.86,95.07,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-12,-3.4,-19.7,-9.400000000000006
male,AI,202046,3,TRUE,19,1,100,8389,35.76,226.49,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,0,0
male,AR,202046,4,TRUE,44,0.4,40,27993,14.29,157.18,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-3,-10.72,-42.9,-10
male,BE,202046,98,TRUE,615,0.583,58.3,514609,19.04,119.51,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-12,-2.34,-10.9,0.7000000000000028
male,BL,202046,31,TRUE,213,0.554,55.400000000000006,143638,21.58,148.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,3,2.09,10.7,-11.299999999999997
male,BS,202046,28,TRUE,171,0.5,50,95406,29.35,179.23,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,6,6.29,27.3,-11.100000000000001
male,FL,202046,1,TRUE,29,0.143,14.299999999999999,19368,5.16,149.73,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-4,-20.66,-80,-48.2
male,FR,202046,52,TRUE,444,0.605,60.5,165058,31.5,269,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-15,-9.09,-22.4,-7.200000000000003
male,GE,202046,42,TRUE,482,0.56,56.00000000000001,246918,17.01,195.21,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,2,0.81,5,1.2000000000000028
male,GL,202046,2,TRUE,35,0.286,28.599999999999998,20812,9.61,168.17,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-9,-43.24,-81.8,-40.2
male,GR,202046,15,TRUE,140,0.536,53.6,101045,14.84,138.55,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,5,4.94,50,8.100000000000001
male,JU,202046,7,TRUE,91,1,100,36522,19.17,249.16,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,2,5.48,40,37.5
male,LU,202046,17,TRUE,164,0.68,68,209465,8.12,78.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-16,-7.63,-48.5,2
male,NE,202046,47,TRUE,328,0.5,50,86394,54.4,379.66,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-11,-12.73,-19,-7.399999999999999
male,NW,202046,1,TRUE,26,0.5,50,22488,4.45,115.62,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-3,-13.34,-75,-7.099999999999994
male,OW,202046,8,TRUE,22,0.667,66.7,19454,41.12,113.09,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,5,25.7,166.7,23.800000000000004
male,SG,202046,50,TRUE,360,0.595,59.5,260651,19.18,138.12,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-6,-2.3,-10.7,1.2000000000000028
male,SH,202046,3,TRUE,32,0.5,50,41608,7.21,76.91,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,0,16.699999999999996
male,SO,202046,21,TRUE,176,0.457,45.7,140047,14.99,125.67,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-8,-5.72,-27.6,-8
male,SZ,202046,13,TRUE,170,0.65,65,84061,15.46,202.23,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-12,-14.28,-48,4
male,TG,202046,12,TRUE,153,0.353,35.3,144147,8.32,106.14,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-12,-8.33,-50,-33.30000000000001
male,TI,202046,109,TRUE,859,0.619,61.9,171449,63.58,501.02,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-3,-1.75,-2.7,-1.3999999999999986
male,UR,202046,0,TRUE,20,0,0,18844,0,106.13,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-2,-10.61,-100,-50
male,VD,202046,127,TRUE,929,0.623,62.3,404311,31.41,229.77,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,12,2.97,10.4,7.29999999999999
male,VS,202046,33,TRUE,445,0.559,55.900000000000006,175475,18.81,253.6,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-43,-24.5,-56.6,0
male,ZG,202046,4,TRUE,51,1,100,65741,6.08,77.58,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,2,3.04,100,60
male,ZH,202046,103,TRUE,790,0.534,53.400000000000006,780245,13.2,101.25,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,3,0.38,3,-7.199999999999996
female,AG,202046,36,TRUE,228,0.424,42.4,349653,10.3,65.21,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,6,1.72,20,9.399999999999999
female,AI,202046,0,TRUE,6,0,0,7971,0,75.27,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,NA,0
female,AR,202046,6,TRUE,31,0.6,60,27592,21.75,112.35,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-1,-3.62,-14.3,10
female,BE,202046,70,TRUE,462,0.417,41.699999999999996,532864,13.14,86.7,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-11,-2.06,-13.6,-0.7000000000000028
female,BL,202046,25,TRUE,144,0.446,44.6,149179,16.76,96.53,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,11,7.38,78.6,11.299999999999997
female,BS,202046,28,TRUE,151,0.5,50,100630,27.82,150.05,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,14,13.91,100,11.100000000000001
female,FL,202046,6,TRUE,29,0.857,85.7,19687,30.48,147.31,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,3,15.24,100,48.2
female,FR,202046,34,TRUE,300,0.395,39.5,164751,20.64,182.09,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,2,1.22,6.2,7.199999999999996
female,GE,202046,33,TRUE,370,0.44,44,262530,12.57,140.94,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,0,-1.2000000000000028
female,GL,202046,5,TRUE,23,0.714,71.39999999999999,20378,24.54,112.87,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,0,40.19999999999999
female,GR,202046,13,TRUE,92,0.464,46.400000000000006,100331,12.96,91.7,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,1,1,8.3,-8.100000000000001
female,JU,202046,0,TRUE,65,0,0,37276,0,174.37,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-3,-8.05,-100,-37.5
female,LU,202046,8,TRUE,98,0.32,32,210861,3.79,46.48,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-9,-4.27,-52.9,-2
female,NE,202046,47,TRUE,261,0.5,50,89772,52.35,290.74,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,4,4.45,9.3,7.399999999999999
female,NW,202046,1,TRUE,18,0.5,50,21406,4.67,84.09,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-2,-9.34,-66.7,7.100000000000001
female,OW,202046,4,TRUE,16,0.333,33.300000000000004,18981,21.07,84.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,0,-23.79999999999999
female,SG,202046,34,TRUE,212,0.405,40.5,258594,13.15,81.98,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-6,-2.32,-15,-1.1999999999999957
female,SH,202046,3,TRUE,26,0.5,50,42387,7.08,61.34,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-3,-7.08,-50,-16.700000000000003
female,SO,202046,25,TRUE,127,0.543,54.300000000000004,140198,17.83,90.59,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,0,0,8
female,SZ,202046,7,TRUE,94,0.35,35,79628,8.79,118.05,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-9,-11.3,-56.2,-4
female,TG,202046,22,TRUE,114,0.647,64.7,141817,15.51,80.39,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,11,7.75,100,33.300000000000004
female,TI,202046,67,TRUE,551,0.381,38.1,180732,37.07,304.87,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,2,1.11,3.1,1.3999999999999986
female,UR,202046,3,TRUE,13,1,100,18203,16.48,71.42,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,1,5.49,50,50
female,VD,202046,77,TRUE,713,0.377,37.7,418657,18.39,170.31,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-17,-4.06,-18.1,-7.299999999999997
female,VS,202046,26,TRUE,346,0.441,44.1,177734,14.63,194.67,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-34,-19.13,-56.7,0
female,ZG,202046,0,TRUE,22,0,0,64046,0,34.35,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,-3,-4.68,-100,-60
female,ZH,202046,90,TRUE,553,0.466,46.6,784417,11.47,70.5,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,25,3.18,38.5,7.200000000000003
unknown,AG,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,AI,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,AR,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,BE,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,BL,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,BS,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,FL,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,FR,202046,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,GE,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,GL,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,GR,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,JU,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,LU,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,NE,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,NW,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,OW,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,SG,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,SH,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,SO,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,SZ,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,TG,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,TI,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,UR,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,VD,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,VS,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,ZG,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
unknown,ZH,202046,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-46,0,NA,NA,0
male,AG,202047,68,TRUE,404,0.687,68.7,353433,19.24,114.31,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,19,5.38,38.8,11.100000000000009
male,AI,202047,3,TRUE,22,0.75,75,8389,35.76,262.25,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,0,0,0,-25
male,AR,202047,5,TRUE,49,0.625,62.5,27993,17.86,175.04,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,1,3.57,25,22.5
male,BE,202047,76,TRUE,691,0.531,53.1,514609,14.77,134.28,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-22,-4.27,-22.4,-5.199999999999996
male,BL,202047,31,TRUE,244,0.596,59.599999999999994,143638,21.58,169.87,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,0,0,0,4.199999999999989
male,BS,202047,20,TRUE,191,0.556,55.60000000000001,95406,20.96,200.2,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-8,-8.39,-28.6,5.6000000000000085
male,FL,202047,6,TRUE,35,0.667,66.7,19368,30.98,180.71,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,5,25.82,500,52.400000000000006
male,FR,202047,38,TRUE,482,0.585,58.5,165058,23.02,292.02,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-14,-8.48,-26.9,-2
male,GE,202047,22,TRUE,504,0.629,62.9,246918,8.91,204.12,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-20,-8.1,-47.6,6.8999999999999915
male,GL,202047,1,TRUE,36,0.5,50,20812,4.8,172.98,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-1,-4.81,-50,21.400000000000002
male,GR,202047,18,TRUE,158,0.581,58.099999999999994,101045,17.81,156.37,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,3,2.97,20,4.499999999999993
male,JU,202047,3,TRUE,94,0.75,75,36522,8.21,257.38,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-4,-10.96,-57.1,-25
male,LU,202047,24,TRUE,188,0.5,50,209465,11.46,89.75,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,7,3.34,41.2,-18
male,NE,202047,28,TRUE,356,0.452,45.2,86394,32.41,412.07,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-19,-21.99,-40.4,-4.799999999999997
male,NW,202047,2,TRUE,28,0.5,50,22488,8.89,124.51,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,1,4.44,100,0
male,OW,202047,2,TRUE,24,0.667,66.7,19454,10.28,123.37,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-6,-30.84,-75,0
male,SG,202047,38,TRUE,398,0.475,47.5,260651,14.58,152.69,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-12,-4.6,-24,-12
male,SH,202047,8,TRUE,40,0.533,53.300000000000004,41608,19.23,96.14,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,5,12.02,166.7,3.3000000000000043
male,SO,202047,25,TRUE,201,0.532,53.2,140047,17.85,143.52,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,4,2.86,19,7.5
male,SZ,202047,19,TRUE,189,0.76,76,84061,22.6,224.84,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,6,7.14,46.2,11
male,TG,202047,19,TRUE,172,0.633,63.3,144147,13.18,119.32,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,7,4.86,58.3,28
male,TI,202047,92,TRUE,951,0.548,54.800000000000004,171449,53.66,554.68,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-17,-9.92,-15.6,-7.099999999999994
male,UR,202047,1,TRUE,21,0.333,33.300000000000004,18844,5.31,111.44,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,1,5.31,NA,33.300000000000004
male,VD,202047,80,TRUE,1009,0.544,54.400000000000006,404311,19.79,249.56,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-47,-11.62,-37,-7.8999999999999915
male,VS,202047,30,TRUE,475,0.588,58.8,175475,17.1,270.69,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-3,-1.71,-9.1,2.8999999999999915
male,ZG,202047,2,TRUE,53,1,100,65741,3.04,80.62,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-2,-3.04,-50,0
male,ZH,202047,102,TRUE,892,0.607,60.699999999999996,780245,13.07,114.32,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-1,-0.13,-1,7.29999999999999
female,AG,202047,31,TRUE,259,0.313,31.3,349653,8.87,74.07,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-5,-1.43,-13.9,-11.099999999999998
female,AI,202047,1,TRUE,7,0.25,25,7971,12.55,87.82,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,1,12.55,NA,25
female,AR,202047,3,TRUE,34,0.375,37.5,27592,10.87,123.22,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-3,-10.88,-50,-22.5
female,BE,202047,67,TRUE,529,0.469,46.9,532864,12.57,99.27,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-3,-0.57,-4.3,5.200000000000003
female,BL,202047,21,TRUE,165,0.404,40.400000000000006,149179,14.08,110.61,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-4,-2.68,-16,-4.199999999999996
female,BS,202047,16,TRUE,167,0.444,44.4,100630,15.9,165.95,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-12,-11.92,-42.9,-5.600000000000001
female,FL,202047,3,TRUE,32,0.333,33.300000000000004,19687,15.24,162.54,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-3,-15.24,-50,-52.4
female,FR,202047,27,TRUE,327,0.415,41.5,164751,16.39,198.48,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2020-47,-7,-4.25,-20.6,2
