date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-01-27,unknown,fully_vaccinated,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-01-28,unknown,fully_vaccinated,0,0,NA,NA,NA,NA,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-01-29,unknown,fully_vaccinated,0,0,NA,NA,NA,NA,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-01-30,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-01-31,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-01,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-02,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-03,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-04,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-05,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-06,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-07,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-08,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-09,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-10,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-11,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-12,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-13,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-14,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-15,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-16,unknown,fully_vaccinated,0,0,NA,NA,NA,0.14,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-17,unknown,fully_vaccinated,0,0,NA,NA,NA,0.29,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-18,unknown,fully_vaccinated,0,0,NA,NA,NA,0.29,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-19,unknown,fully_vaccinated,1,1,NA,NA,NA,0.43,NA,20,3.7,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-20,unknown,fully_vaccinated,1,2,NA,NA,NA,0.43,NA,50,6.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-21,unknown,fully_vaccinated,0,2,NA,NA,NA,0.43,NA,0,6.67,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-22,unknown,fully_vaccinated,1,3,NA,NA,NA,0.43,NA,33.33,9.09,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-23,unknown,fully_vaccinated,0,3,NA,NA,NA,0.29,NA,0,7.89,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-24,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,7.69,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-25,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,7.5,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-26,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,NA,7.5,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-27,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,NA,7.5,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-02-28,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,NA,7.5,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-01,unknown,fully_vaccinated,1,4,NA,NA,NA,0.14,NA,50,9.52,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-02,unknown,fully_vaccinated,0,4,NA,NA,NA,0.29,NA,0,9.09,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-03,unknown,fully_vaccinated,0,4,NA,NA,NA,0.29,NA,0,8.7,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-04,unknown,fully_vaccinated,0,4,NA,NA,NA,0.29,NA,0,8.33,14.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-05,unknown,fully_vaccinated,1,5,NA,NA,NA,0.14,NA,50,10,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-06,unknown,fully_vaccinated,0,5,NA,NA,NA,0.14,NA,0,9.8,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-07,unknown,fully_vaccinated,0,5,NA,NA,NA,0.14,NA,0,9.62,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-08,unknown,fully_vaccinated,0,5,NA,NA,NA,0.14,NA,NA,9.62,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-09,unknown,fully_vaccinated,0,5,NA,NA,NA,0.14,NA,0,9.43,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-10,unknown,fully_vaccinated,0,5,NA,NA,NA,0.14,NA,0,9.26,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-11,unknown,fully_vaccinated,0,5,NA,NA,NA,0.14,NA,0,8.93,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-12,unknown,fully_vaccinated,1,6,NA,NA,NA,0.57,NA,25,10,12.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-13,unknown,fully_vaccinated,0,6,NA,NA,NA,0.71,NA,0,9.84,19.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-14,unknown,fully_vaccinated,0,6,NA,NA,NA,0.71,NA,0,9.23,19.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-15,unknown,fully_vaccinated,3,9,NA,NA,NA,0.71,NA,60,12.86,19.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-16,unknown,fully_vaccinated,1,10,NA,NA,NA,0.71,NA,50,13.89,19.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-17,unknown,fully_vaccinated,0,10,NA,NA,NA,0.71,NA,0,13.33,19.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-18,unknown,fully_vaccinated,0,10,NA,NA,NA,0.86,NA,0,12.82,26.43,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-19,unknown,fully_vaccinated,1,11,NA,NA,NA,0.57,NA,25,13.41,25,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-20,unknown,fully_vaccinated,0,11,NA,NA,NA,0.57,NA,0,12.79,22.62,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-21,unknown,fully_vaccinated,1,12,NA,NA,NA,0.71,NA,50,13.64,36.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-22,unknown,fully_vaccinated,1,13,NA,NA,NA,0.71,NA,50,14.44,36.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-23,unknown,fully_vaccinated,1,14,NA,NA,NA,0.57,NA,33.33,15.05,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-24,unknown,fully_vaccinated,1,15,NA,NA,NA,0.57,NA,100,15.96,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-25,unknown,fully_vaccinated,0,15,NA,NA,NA,0.43,NA,0,15.79,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-26,unknown,fully_vaccinated,0,15,NA,NA,NA,0.43,NA,NA,15.79,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-27,unknown,fully_vaccinated,0,15,NA,NA,NA,0.43,NA,0,15.46,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-28,unknown,fully_vaccinated,0,15,NA,NA,NA,0.57,NA,0,15.15,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-29,unknown,fully_vaccinated,1,16,NA,NA,NA,0.71,NA,33.33,15.69,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-30,unknown,fully_vaccinated,1,17,NA,NA,NA,0.86,NA,50,16.35,27.38,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-03-31,unknown,fully_vaccinated,2,19,NA,NA,NA,1,NA,50,17.59,30.24,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-01,unknown,fully_vaccinated,1,20,NA,NA,NA,1,NA,33.33,18.02,30.24,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-02,unknown,fully_vaccinated,1,21,NA,NA,NA,0.86,NA,25,18.26,25.48,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-03,unknown,fully_vaccinated,1,22,NA,NA,NA,0.86,NA,20,18.33,23.09,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-04,unknown,fully_vaccinated,0,22,NA,NA,NA,0.57,NA,0,18.03,15.95,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-05,unknown,fully_vaccinated,0,22,NA,NA,NA,1,NA,0,17.6,18.33,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-06,unknown,fully_vaccinated,1,23,NA,NA,NA,1,NA,33.33,17.97,17.62,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-07,unknown,fully_vaccinated,0,23,NA,NA,NA,0.86,NA,0,17.69,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-08,unknown,fully_vaccinated,4,27,NA,NA,NA,0.86,NA,50,19.57,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-09,unknown,fully_vaccinated,1,28,NA,NA,NA,1.14,NA,20,19.58,21.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-10,unknown,fully_vaccinated,0,28,NA,NA,NA,1,NA,0,19.44,17.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-11,unknown,fully_vaccinated,0,28,NA,NA,NA,1,NA,0,18.79,17.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-12,unknown,fully_vaccinated,2,30,NA,NA,NA,0.43,NA,50,19.61,10,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-13,unknown,fully_vaccinated,0,30,NA,NA,NA,0.71,NA,0,19.23,11.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-14,unknown,fully_vaccinated,0,30,NA,NA,NA,0.71,NA,0,19.11,11.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-15,unknown,fully_vaccinated,0,30,NA,NA,NA,0.71,NA,0,18.4,11.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-16,unknown,fully_vaccinated,3,33,NA,NA,NA,0.71,NA,33.33,19.19,8.84,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-17,unknown,fully_vaccinated,0,33,NA,NA,NA,0.71,NA,0,18.86,8.84,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-18,unknown,fully_vaccinated,0,33,NA,NA,NA,0.86,NA,0,18.75,15.99,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-19,unknown,fully_vaccinated,2,35,NA,NA,NA,1,NA,28.57,19.13,20.75,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-20,unknown,fully_vaccinated,0,35,NA,NA,NA,0.57,NA,0,18.82,15.99,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-21,unknown,fully_vaccinated,1,36,NA,NA,NA,0.57,NA,50,19.15,15.99,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-22,unknown,fully_vaccinated,1,37,NA,NA,NA,0.57,NA,33.33,19.37,15.99,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-23,unknown,fully_vaccinated,0,37,NA,NA,NA,0.57,NA,0,18.97,15.99,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-24,unknown,fully_vaccinated,0,37,NA,NA,NA,0.71,NA,0,18.88,19.56,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-25,unknown,fully_vaccinated,0,37,NA,NA,NA,0.86,NA,0,18.5,17.18,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-26,unknown,fully_vaccinated,2,39,NA,NA,NA,0.86,NA,28.57,18.84,15.27,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-27,unknown,fully_vaccinated,1,40,NA,NA,NA,0.86,NA,25,18.96,15.27,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-28,unknown,fully_vaccinated,2,42,NA,NA,NA,0.86,NA,33.33,19.35,15.27,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-29,unknown,fully_vaccinated,1,43,NA,NA,NA,0.86,NA,20,19.37,15.27,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-04-30,unknown,fully_vaccinated,0,43,NA,NA,NA,0.57,NA,0,19.11,11.19,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-01,unknown,fully_vaccinated,0,43,NA,NA,NA,0.57,NA,0,18.86,11.19,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-02,unknown,fully_vaccinated,0,43,NA,NA,NA,0.29,NA,0,18.7,6.43,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-03,unknown,fully_vaccinated,0,43,NA,NA,NA,0.29,NA,0,18.3,6.43,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-04,unknown,fully_vaccinated,1,44,NA,NA,NA,0.57,NA,25,18.41,15.95,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-05,unknown,fully_vaccinated,0,44,NA,NA,NA,0.71,NA,0,18.18,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-06,unknown,fully_vaccinated,1,45,NA,NA,NA,0.71,NA,20,18.22,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-07,unknown,fully_vaccinated,2,47,NA,NA,NA,0.71,NA,66.67,18.8,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-08,unknown,fully_vaccinated,1,48,NA,NA,NA,0.71,NA,33.33,18.97,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-09,unknown,fully_vaccinated,0,48,NA,NA,NA,0.86,NA,0,18.68,24.29,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-10,unknown,fully_vaccinated,0,48,NA,NA,NA,0.71,NA,0,18.6,21.43,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-11,unknown,fully_vaccinated,1,49,NA,NA,NA,0.43,NA,25,18.7,11.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-12,unknown,fully_vaccinated,1,50,NA,NA,NA,0.29,NA,25,18.8,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-13,unknown,fully_vaccinated,0,50,NA,NA,NA,0.57,NA,0,18.66,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-14,unknown,fully_vaccinated,0,50,NA,NA,NA,0.57,NA,0,18.45,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-15,unknown,fully_vaccinated,0,50,NA,NA,NA,0.43,NA,NA,18.45,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-16,unknown,fully_vaccinated,2,52,NA,NA,NA,0.29,NA,66.67,18.98,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-17,unknown,fully_vaccinated,0,52,NA,NA,NA,0.29,NA,0,18.64,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-18,unknown,fully_vaccinated,0,52,NA,NA,NA,0.43,NA,0,18.37,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-19,unknown,fully_vaccinated,0,52,NA,NA,NA,0.43,NA,0,18.25,13.1,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-20,unknown,fully_vaccinated,0,52,NA,NA,NA,0.14,NA,0,18.18,3.57,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-21,unknown,fully_vaccinated,1,53,NA,NA,NA,0.14,NA,25,18.28,3.57,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-22,unknown,fully_vaccinated,0,53,NA,NA,NA,0.29,NA,0,18.21,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-23,unknown,fully_vaccinated,0,53,NA,NA,NA,0.29,NA,0,18.15,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-24,unknown,fully_vaccinated,0,53,NA,NA,NA,0.43,NA,0,18.03,10.71,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-25,unknown,fully_vaccinated,1,54,NA,NA,NA,0.29,NA,25,18.12,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-26,unknown,fully_vaccinated,0,54,NA,NA,NA,0.29,NA,0,18.06,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-27,unknown,fully_vaccinated,1,55,NA,NA,NA,0.43,NA,25,18.15,11.9,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-28,unknown,fully_vaccinated,0,55,NA,NA,NA,0.57,NA,0,17.97,15.48,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-29,unknown,fully_vaccinated,0,55,NA,NA,NA,0.43,NA,0,17.92,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-30,unknown,fully_vaccinated,1,56,NA,NA,NA,0.43,NA,33.33,18.06,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-05-31,unknown,fully_vaccinated,1,57,NA,NA,NA,0.29,NA,25,18.15,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-01,unknown,fully_vaccinated,0,57,NA,NA,NA,0.29,NA,NA,18.15,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-02,unknown,fully_vaccinated,0,57,NA,NA,NA,0.43,NA,NA,18.15,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-03,unknown,fully_vaccinated,0,57,NA,NA,NA,0.29,NA,NA,18.15,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-04,unknown,fully_vaccinated,0,57,NA,NA,NA,0.29,NA,0,17.98,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-05,unknown,fully_vaccinated,1,58,NA,NA,NA,0.43,NA,33.33,18.12,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-06,unknown,fully_vaccinated,0,58,NA,NA,NA,0.57,NA,0,18.07,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-07,unknown,fully_vaccinated,1,59,NA,NA,NA,0.71,NA,50,18.27,27.38,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-08,unknown,fully_vaccinated,1,60,NA,NA,NA,0.71,NA,33.33,18.4,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-09,unknown,fully_vaccinated,1,61,NA,NA,NA,0.57,NA,25,18.48,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-10,unknown,fully_vaccinated,1,62,NA,NA,NA,0.71,NA,50,18.67,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-11,unknown,fully_vaccinated,0,62,NA,NA,NA,0.86,NA,NA,18.67,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-12,unknown,fully_vaccinated,0,62,NA,NA,NA,0.71,NA,0,18.62,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-13,unknown,fully_vaccinated,1,63,NA,NA,NA,0.71,NA,33.33,18.75,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-14,unknown,fully_vaccinated,2,65,NA,NA,NA,0.57,NA,50,19.12,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-15,unknown,fully_vaccinated,0,65,NA,NA,NA,0.57,NA,0,19.06,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-16,unknown,fully_vaccinated,1,66,NA,NA,NA,0.57,NA,100,19.3,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-17,unknown,fully_vaccinated,0,66,NA,NA,NA,0.43,NA,NA,19.3,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-18,unknown,fully_vaccinated,0,66,NA,NA,NA,0.14,NA,NA,19.3,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-19,unknown,fully_vaccinated,0,66,NA,NA,NA,0.14,NA,NA,19.3,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-20,unknown,fully_vaccinated,0,66,NA,NA,NA,0,NA,NA,19.3,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-21,unknown,fully_vaccinated,0,66,NA,NA,NA,0,NA,0,19.19,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-22,unknown,fully_vaccinated,0,66,NA,NA,NA,0,NA,0,19.13,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-23,unknown,fully_vaccinated,0,66,NA,NA,NA,0,NA,NA,19.13,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-24,unknown,fully_vaccinated,0,66,NA,NA,NA,0,NA,0,19.08,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-25,unknown,fully_vaccinated,0,66,NA,NA,NA,0.29,NA,0,19.02,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-26,unknown,fully_vaccinated,0,66,NA,NA,NA,0.43,NA,NA,19.02,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-27,unknown,fully_vaccinated,0,66,NA,NA,NA,0.43,NA,NA,19.02,NA,CHFL,COVID19Hosp,vaccine,limited,2022-11-17_06-08-21
2021-06-28,unknown,fully_vaccinated,2,68,NA,NA,NA,0.43,NA,100,19.48,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-06-29,unknown,fully_vaccinated,1,69,NA,NA,NA,0.43,NA,100,19.71,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-06-30,unknown,fully_vaccinated,0,69,NA,NA,NA,0.43,NA,0,19.66,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-01,unknown,fully_vaccinated,0,69,NA,NA,NA,0.43,NA,NA,19.66,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-02,unknown,fully_vaccinated,0,69,NA,NA,NA,0.14,NA,0,19.6,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-03,unknown,fully_vaccinated,0,69,NA,NA,NA,0,NA,NA,19.6,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-04,unknown,fully_vaccinated,0,69,NA,NA,NA,0,NA,0,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-05,unknown,fully_vaccinated,0,69,NA,NA,NA,0,NA,NA,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-06,unknown,fully_vaccinated,0,69,NA,NA,NA,0,NA,NA,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-07,unknown,fully_vaccinated,0,69,NA,NA,NA,0,NA,NA,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-08,unknown,fully_vaccinated,0,69,NA,NA,NA,0,NA,NA,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-09,unknown,fully_vaccinated,0,69,NA,NA,NA,0.29,NA,NA,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
2021-07-10,unknown,fully_vaccinated,0,69,NA,NA,NA,0.29,NA,NA,19.55,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-11-17_06-08-21
