date,geoRegion,ageRange,sex,cases,hosps,deaths
202009,TI,60 - 69,male,0,0,0
202009,TI,60 - 69,female,0,0,0
202009,TI,60 - 69,unknown,0,0,0
202009,TI,70 - 79,male,3,1,0
202009,TI,70 - 79,female,0,0,0
202009,TI,70 - 79,unknown,0,0,0
202009,TI,80+,male,1,2,0
202009,TI,80+,female,0,3,0
202009,TI,80+,unknown,0,0,0
202009,TI,unknown,male,0,0,0
202009,TI,unknown,female,0,0,0
202009,TI,unknown,unknown,0,0,0
202009,UR,0 - 9,male,0,0,0
202009,UR,0 - 9,female,0,0,0
202009,UR,0 - 9,unknown,0,0,0
202009,UR,10 - 19,male,0,0,0
202009,UR,10 - 19,female,0,0,0
202009,UR,10 - 19,unknown,0,0,0
202009,UR,20 - 29,male,0,0,0
202009,UR,20 - 29,female,0,0,0
202009,UR,20 - 29,unknown,0,0,0
202009,UR,30 - 39,male,0,0,0
202009,UR,30 - 39,female,0,0,0
202009,UR,30 - 39,unknown,0,0,0
202009,UR,40 - 49,male,0,0,0
202009,UR,40 - 49,female,0,0,0
202009,UR,40 - 49,unknown,0,0,0
202009,UR,50 - 59,male,0,0,0
202009,UR,50 - 59,female,0,0,0
202009,UR,50 - 59,unknown,0,0,0
202009,UR,60 - 69,male,0,0,0
202009,UR,60 - 69,female,0,0,0
202009,UR,60 - 69,unknown,0,0,0
202009,UR,70 - 79,male,0,0,0
202009,UR,70 - 79,female,0,0,0
202009,UR,70 - 79,unknown,0,0,0
202009,UR,80+,male,0,0,0
202009,UR,80+,female,0,0,0
202009,UR,80+,unknown,0,0,0
202009,UR,unknown,male,0,0,0
202009,UR,unknown,female,0,0,0
202009,UR,unknown,unknown,0,0,0
202009,VD,0 - 9,male,0,0,0
202009,VD,0 - 9,female,0,0,0
202009,VD,0 - 9,unknown,0,0,0
202009,VD,10 - 19,male,0,0,0
202009,VD,10 - 19,female,0,0,0
202009,VD,10 - 19,unknown,0,0,0
202009,VD,20 - 29,male,0,0,0
202009,VD,20 - 29,female,1,0,0
202009,VD,20 - 29,unknown,0,0,0
202009,VD,30 - 39,male,0,0,0
202009,VD,30 - 39,female,0,0,0
202009,VD,30 - 39,unknown,0,0,0
202009,VD,40 - 49,male,1,0,0
202009,VD,40 - 49,female,0,0,0
202009,VD,40 - 49,unknown,0,0,0
202009,VD,50 - 59,male,0,0,0
202009,VD,50 - 59,female,0,0,0
202009,VD,50 - 59,unknown,0,0,0
202009,VD,60 - 69,male,0,0,0
202009,VD,60 - 69,female,0,0,0
202009,VD,60 - 69,unknown,0,0,0
202009,VD,70 - 79,male,0,0,0
202009,VD,70 - 79,female,0,0,0
202009,VD,70 - 79,unknown,0,0,0
202009,VD,80+,male,0,3,0
