sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all
female,all,CH,202052,112426,13853,98573,1674722,12.3,-0.3999999999999986,13.4,0.547,54.7,4400588,2554.79,38056.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2020-52,-17762,-403.63,-13.6,1,TRUE
unknown,all,CH,202052,199,13,186,1517,6.5,0.5,6.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2020-52,66,NA,49.6,0,TRUE
male,all,CH,202053,65952,11462,54490,1563722,17.4,4.499999999999998,14,0.444,44.4,4338203,1520.26,36045.39,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2020-53,-26808,-617.95,-28.9,-0.8000000000000043,TRUE
female,all,CH,202053,82555,13411,69144,1757277,16.2,3.8999999999999986,13.5,0.556,55.60000000000001,4400588,1876,39932.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2020-53,-29871,-678.79,-26.6,0.9000000000000057,TRUE
unknown,all,CH,202053,95,10,85,1612,10.5,4,6.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2020-53,-104,NA,-52.3,0,TRUE
male,all,CH,202101,76565,11075,65490,1640287,14.5,-2.8999999999999986,14,0.46,46,4338203,1764.9,37810.29,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-01,10613,244.64,16.1,1.6000000000000014,TRUE
female,all,CH,202101,89866,12977,76889,1847143,14.4,-1.799999999999999,13.6,0.54,54,4400588,2042.14,41974.91,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-01,7311,166.14,8.9,-1.6000000000000085,TRUE
unknown,all,CH,202101,97,7,90,1709,7.2,-3.3,6.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-01,2,NA,2.1,0,TRUE
male,all,CH,202102,69889,8008,61881,1710176,11.5,-3,13.9,0.477,47.699999999999996,4338203,1611.01,39421.3,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-02,-6676,-153.89,-8.7,1.6999999999999957,TRUE
female,all,CH,202102,76677,8855,67822,1923820,11.5,-2.9000000000000004,13.5,0.523,52.300000000000004,4400588,1742.43,43717.34,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-02,-13189,-299.71,-14.7,-1.6999999999999957,TRUE
unknown,all,CH,202102,57,5,52,1766,8.8,1.6000000000000005,6.9,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-02,-40,NA,-41.2,-0.1,TRUE
male,all,CH,202103,78011,6957,71054,1788187,8.9,-2.5999999999999996,13.7,0.481,48.1,4338203,1798.23,41219.53,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-03,8122,187.22,11.6,0.4000000000000057,TRUE
female,all,CH,202103,84116,7674,76442,2007936,9.1,-2.4000000000000004,13.3,0.519,51.9,4400588,1911.47,45628.81,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-03,7439,169.04,9.7,-0.4000000000000057,TRUE
unknown,all,CH,202103,56,4,52,1822,7.1,-1.700000000000001,6.9,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-03,-1,NA,-1.8,0,TRUE
male,all,CH,202104,77759,5892,71867,1865946,7.6,-1.3000000000000007,13.4,0.466,46.6,4338203,1792.42,43011.96,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-04,-252,-5.81,-0.3,-1.5,TRUE
female,all,CH,202104,89165,6657,82508,2097101,7.5,-1.5999999999999996,13,0.534,53.400000000000006,4400588,2026.21,47655.02,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-04,5049,114.74,6,1.500000000000007,TRUE
unknown,all,CH,202104,59,0,59,1881,0,-7.1,6.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-04,3,NA,5.4,0,TRUE
male,all,CH,202105,87842,5502,82340,1953788,6.3,-1.2999999999999998,13.1,0.474,47.4,4338203,2024.85,45036.8,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-05,10083,232.43,13,0.7999999999999972,TRUE
female,all,CH,202105,97315,5791,91524,2194416,6,-1.5,12.7,0.525,52.5,4400588,2211.41,49866.43,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-05,8150,185.2,9.1,-0.9000000000000057,TRUE
unknown,all,CH,202105,72,1,71,1953,1.4,1.4,6.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-05,13,NA,22,0,TRUE
male,all,CH,202106,95138,4538,90600,2048926,4.8,-1.5,12.7,0.493,49.3,4338203,2193.03,47229.83,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-06,7296,168.18,8.3,1.8999999999999986,TRUE
female,all,CH,202106,97805,4620,93185,2292221,4.7,-1.2999999999999998,12.4,0.507,50.7,4400588,2222.54,52088.97,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-06,490,11.13,0.5,-1.7999999999999972,TRUE
unknown,all,CH,202106,125,4,121,2078,3.2,1.8000000000000003,6.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-06,53,NA,73.6,0.1,TRUE
male,all,CH,202107,87026,3882,83144,2135952,4.5,-0.2999999999999998,12.4,0.495,49.5,4338203,2006.04,49235.87,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-07,-8112,-186.99,-8.5,0.20000000000000284,TRUE
female,all,CH,202107,88815,4031,84784,2381036,4.5,-0.20000000000000018,12.1,0.505,50.5,4400588,2018.25,54107.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-07,-8990,-204.29,-9.2,-0.20000000000000284,TRUE
unknown,all,CH,202107,76,4,72,2154,5.3,2.0999999999999996,6.2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-07,-49,NA,-39.2,-0.1,TRUE
male,all,CH,202108,82268,4124,78144,2218220,5,0.5,12.1,0.492,49.2,4338203,1896.36,51132.23,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-08,-4758,-109.68,-5.5,-0.29999999999999716,TRUE
female,all,CH,202108,84673,4008,80665,2465709,4.7,0.20000000000000018,11.8,0.506,50.6,4400588,1924.13,56031.35,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-08,-4142,-94.12,-4.7,0.10000000000000142,TRUE
unknown,all,CH,202108,262,2,260,2416,0.8,-4.5,5.6,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-08,186,NA,244.7,0.2,TRUE
male,all,CH,202109,85534,4200,81334,2303754,4.9,-0.09999999999999964,11.8,0.493,49.3,4338203,1971.65,53103.88,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-09,3266,75.29,4,0.09999999999999432,TRUE
female,all,CH,202109,87680,4227,83453,2553389,4.8,0.09999999999999964,11.6,0.505,50.5,4400588,1992.46,58023.81,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-09,3007,68.33,3.6,-0.10000000000000142,TRUE
unknown,all,CH,202109,269,10,259,2685,3.7,2.9000000000000004,5.4,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-09,7,NA,2.7,0,TRUE
male,all,CH,202110,95248,4856,90392,2399002,5.1,0.1999999999999993,11.6,0.493,49.3,4338203,2195.56,55299.44,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-10,9714,223.91,11.4,0,TRUE
female,all,CH,202110,97877,4938,92939,2651266,5,0.20000000000000018,11.4,0.507,50.7,4400588,2224.18,60247.99,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-10,10197,231.72,11.6,0.20000000000000284,TRUE
unknown,all,CH,202110,87,3,84,2772,3.4,-0.30000000000000027,5.4,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-10,-182,NA,-67.7,-0.2,TRUE
male,all,CH,202111,112670,5777,106893,2511672,5.1,0,11.3,0.494,49.4,4338203,2597.16,57896.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-11,17422,401.6,18.3,0.10000000000000142,TRUE
female,all,CH,202111,115341,5839,109502,2766607,5.1,0.09999999999999964,11.1,0.506,50.6,4400588,2621.04,62869.03,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-11,17464,396.86,17.8,-0.10000000000000142,TRUE
unknown,all,CH,202111,66,5,61,2838,7.6,4.199999999999999,5.4,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-11,-21,NA,-24.1,0,TRUE
male,all,CH,202112,123032,6983,116049,2634704,5.7,0.6000000000000005,11,0.486,48.6,4338203,2836.01,60732.61,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-12,10362,238.85,9.2,-0.7999999999999972,TRUE
female,all,CH,202112,130094,6872,123222,2896701,5.3,0.20000000000000018,10.8,0.514,51.4,4400588,2956.29,65825.32,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-12,14753,335.25,12.8,0.7999999999999972,TRUE
unknown,all,CH,202112,88,7,81,2926,8,0.40000000000000036,5.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-12,22,NA,33.3,0,TRUE
male,all,CH,202113,133220,6945,126275,2767924,5.2,-0.5,10.7,0.485,48.5,4338203,3070.86,63803.47,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-13,10188,234.85,8.3,-0.10000000000000142,TRUE
female,all,CH,202113,141212,6963,134249,3037913,4.9,-0.39999999999999947,10.6,0.514,51.4,4400588,3208.93,69034.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-13,11118,252.64,8.5,0,TRUE
unknown,all,CH,202113,124,7,117,3050,5.6,-2.4000000000000004,5.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-13,36,NA,40.9,0,TRUE
male,all,CH,202114,97869,7705,90164,2865793,7.9,2.7,10.6,0.484,48.4,4338203,2255.98,66059.45,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-14,-35351,-814.88,-26.5,-0.10000000000000142,TRUE
female,all,CH,202114,104459,7689,96770,3142372,7.4,2.5,10.5,0.516,51.6,4400588,2373.75,71408,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-14,-36753,-835.18,-26,0.20000000000000284,TRUE
unknown,all,CH,202114,71,5,66,3121,7,1.4000000000000004,5.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-14,-53,NA,-42.7,0,TRUE
male,all,CH,202115,92557,7966,84591,2958350,8.6,0.6999999999999993,10.6,0.497,49.7,4338203,2133.53,68192.98,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-15,-5312,-122.45,-5.4,1.3000000000000043,TRUE
female,all,CH,202115,93517,7506,86011,3235889,8,0.5999999999999996,10.4,0.502,50.2,4400588,2125.1,73533.11,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-15,-10942,-248.65,-10.5,-1.3999999999999986,TRUE
unknown,all,CH,202115,65,4,61,3186,6.2,-0.7999999999999998,5.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-15,-6,NA,-8.5,0,TRUE
male,all,CH,202116,89662,8083,81579,3048012,9,0.40000000000000036,10.5,0.491,49.1,4338203,2066.8,70259.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-16,-2895,-66.73,-3.1,-0.6000000000000014,TRUE
female,all,CH,202116,92590,7656,84934,3328479,8.3,0.3000000000000007,10.3,0.507,50.7,4400588,2104.04,75637.14,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-16,-927,-21.06,-1,0.5,TRUE
unknown,all,CH,202116,343,2,341,3529,0.6,-5.6000000000000005,5.1,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-16,278,NA,427.7,0.2,TRUE
male,all,CH,202117,90090,6753,83337,3138102,7.5,-1.5,10.4,0.496,49.6,4338203,2076.67,72336.45,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-17,428,9.87,0.5,0.5,TRUE
female,all,CH,202117,91586,6462,85124,3420065,7.1,-1.200000000000001,10.2,0.504,50.4,4400588,2081.22,77718.36,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-17,-1004,-22.82,-1.1,-0.30000000000000426,TRUE
unknown,all,CH,202117,89,1,88,3618,1.1,0.5000000000000001,5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-17,-254,NA,-74.1,-0.2,TRUE
male,all,CH,202118,86854,5681,81173,3224956,6.5,-1,10.3,0.494,49.4,4338203,2002.07,74338.52,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-18,-3236,-74.6,-3.6,-0.20000000000000284,TRUE
female,all,CH,202118,88838,5661,83177,3508903,6.4,-0.6999999999999993,10.1,0.505,50.5,4400588,2018.78,79737.14,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-18,-2748,-62.44,-3,0.10000000000000142,TRUE
unknown,all,CH,202118,137,5,132,3755,3.6,2.5,4.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-18,48,NA,53.9,0.1,TRUE
male,all,CH,202119,90527,4375,86152,3315483,4.8,-1.7000000000000002,10.2,0.496,49.6,4338203,2086.74,76425.26,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-19,3673,84.67,4.2,0.20000000000000284,TRUE
female,all,CH,202119,91742,4281,87461,3600645,4.7,-1.7000000000000002,10,0.503,50.3,4400588,2084.77,81821.91,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-19,2904,65.99,3.3,-0.20000000000000284,TRUE
unknown,all,CH,202119,81,7,74,3836,8.6,5,5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-19,-56,NA,-40.9,-0.1,TRUE
male,all,CH,202120,98021,4123,93898,3413504,4.2,-0.5999999999999996,10,0.493,49.3,4338203,2259.48,78684.75,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-20,7494,172.74,8.3,-0.30000000000000426,TRUE
female,all,CH,202120,100507,4086,96421,3701152,4.1,-0.6000000000000005,9.8,0.506,50.6,4400588,2283.94,84105.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-20,8765,199.17,9.6,0.30000000000000426,TRUE
unknown,all,CH,202120,109,1,108,3945,0.9,-7.699999999999999,4.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-20,28,NA,34.6,0.1,TRUE
male,all,CH,202121,77381,2847,74534,3490885,3.7,-0.5,9.9,0.5,50,4338203,1783.71,80468.46,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-21,-20640,-475.77,-21.1,0.7000000000000028,TRUE
female,all,CH,202121,77410,2845,74565,3778562,3.7,-0.39999999999999947,9.7,0.5,50,4400588,1759.08,85864.93,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-21,-23097,-524.86,-23,-0.6000000000000014,TRUE
unknown,all,CH,202121,48,2,46,3993,4.2,3.3000000000000003,4.9,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-21,-61,NA,-56,-0.1,TRUE
male,all,CH,202122,81421,2041,79380,3572306,2.5,-1.2000000000000002,9.7,0.503,50.3,4338203,1876.84,82345.29,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-22,4040,93.13,5.2,0.29999999999999716,TRUE
female,all,CH,202122,80511,1977,78534,3859073,2.5,-1.2000000000000002,9.6,0.497,49.7,4400588,1829.55,87694.49,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-22,3101,70.47,4,-0.29999999999999716,TRUE
unknown,all,CH,202122,65,0,65,4058,0,-4.2,4.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-22,17,NA,35.4,0,TRUE
male,all,CH,202123,71494,1404,70090,3643800,2,-0.5,9.6,0.503,50.3,4338203,1648.01,83993.3,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-23,-9927,-228.83,-12.2,0,TRUE
female,all,CH,202123,70491,1368,69123,3929564,1.9,-0.6000000000000001,9.4,0.496,49.6,4400588,1601.85,89296.34,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-23,-10020,-227.7,-12.4,-0.10000000000000142,TRUE
unknown,all,CH,202123,59,0,59,4117,0,0,4.7,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-23,-6,NA,-9.2,0,TRUE
male,all,CH,202124,70948,768,70180,3714748,1.1,-0.8999999999999999,9.4,0.505,50.5,4338203,1635.42,85628.73,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-24,-546,-12.59,-0.8,0.20000000000000284,TRUE
female,all,CH,202124,69381,725,68656,3998945,1,-0.8999999999999999,9.3,0.494,49.4,4400588,1576.63,90872.97,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-24,-1110,-25.22,-1.6,-0.20000000000000284,TRUE
unknown,all,CH,202124,71,0,71,4188,0,0,4.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-24,12,NA,20.3,0.1,TRUE
male,all,CH,202125,65403,506,64897,3780151,0.8,-0.30000000000000004,9.2,0.498,49.8,4338203,1507.61,87136.33,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-25,-5545,-127.81,-7.8,-0.7000000000000028,TRUE
female,all,CH,202125,65894,417,65477,4064839,0.6,-0.4,9.1,0.502,50.2,4400588,1497.39,92370.36,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-25,-3487,-79.24,-5,0.8000000000000043,TRUE
unknown,all,CH,202125,75,0,75,4263,0,0,4.6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-25,4,NA,5.6,0,TRUE
male,all,CH,202126,81379,680,80699,3861530,0.8,0,9.1,0.489,48.9,4338203,1875.87,89012.2,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-26,15976,368.26,24.4,-0.8999999999999986,TRUE
female,all,CH,202126,84909,508,84401,4149748,0.6,0,9,0.51,51,4400588,1929.49,94299.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-26,19015,432.1,28.9,0.7999999999999972,TRUE
unknown,all,CH,202126,212,0,212,4475,0,0,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-26,137,NA,182.7,0,TRUE
male,all,CH,202127,91289,1266,90023,3952819,1.4,0.5999999999999999,8.9,0.488,48.8,4338203,2104.3,91116.51,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,9910,228.43,12.2,-0.10000000000000142,TRUE
female,all,CH,202127,95428,1033,94395,4245176,1.1,0.5000000000000001,8.8,0.51,51,4400588,2168.53,96468.38,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,10519,239.04,12.4,0,TRUE
unknown,all,CH,202127,219,0,219,4694,0,0,4.2,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,7,NA,3.3,0,TRUE
male,all,CH,202128,91477,2352,89125,4044296,2.6,1.2000000000000002,8.8,0.488,48.8,4338203,2108.64,93225.14,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,188,4.34,0.2,0,TRUE
female,all,CH,202128,95766,2006,93760,4340942,2.1,1,8.6,0.511,51.1,4400588,2176.21,98644.59,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,338,7.68,0.4,0.10000000000000142,TRUE
unknown,all,CH,202128,148,1,147,4842,0.7,0.7,4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-71,NA,-32.4,0,TRUE
male,all,CH,202129,78286,3039,75247,4122582,3.9,1.2999999999999998,8.7,0.491,49.1,4338203,1804.57,95029.72,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-13191,-304.07,-14.4,0.30000000000000426,TRUE
female,all,CH,202129,81031,2759,78272,4421973,3.4,1.2999999999999998,8.5,0.508,50.8,4400588,1841.37,100485.96,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-14735,-334.84,-15.4,-0.30000000000000426,TRUE
unknown,all,CH,202129,107,0,107,4949,0,-0.7,4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-41,NA,-27.7,0,TRUE
male,all,CH,202130,71986,3255,68731,4194568,4.5,0.6000000000000001,8.6,0.503,50.3,4338203,1659.35,96689.07,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-6300,-145.22,-8,1.1999999999999957,TRUE
female,all,CH,202130,71003,2938,68065,4492976,4.1,0.6999999999999997,8.5,0.496,49.6,4400588,1613.49,102099.45,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-10028,-227.88,-12.4,-1.1999999999999957,TRUE
unknown,all,CH,202130,236,11,225,5185,4.7,4.7,4,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,129,NA,120.6,0.1,TRUE
male,all,CH,202131,63959,4542,59417,4258527,7.1,2.5999999999999996,8.6,0.493,49.3,4338203,1474.32,98163.39,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-31,-8027,-185.03,-11.2,-1,TRUE
female,all,CH,202131,65583,4132,61451,4558559,6.3,2.2,8.4,0.506,50.6,4400588,1490.32,103589.77,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-31,-5420,-123.17,-7.6,1,TRUE
unknown,all,CH,202131,162,1,161,5347,0.6,-4.1000000000000005,3.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-31,-74,NA,-31.4,-0.1,TRUE
male,all,CH,202132,68894,8105,60789,4327421,11.8,4.700000000000001,8.6,0.495,49.5,4338203,1588.08,99751.46,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-32,4935,113.76,7.7,0.20000000000000284,TRUE
female,all,CH,202132,70013,7929,62084,4628572,11.3,5.000000000000001,8.5,0.503,50.3,4400588,1590.99,105180.76,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-32,4430,100.67,6.8,-0.30000000000000426,TRUE
unknown,all,CH,202132,363,7,356,5710,1.9,1.2999999999999998,3.8,0.003,0.3,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-32,201,NA,124.1,0.19999999999999998,TRUE
male,all,CH,202133,79846,10386,69460,4407267,13,1.1999999999999993,8.7,0.492,49.2,4338203,1840.53,101592,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-33,10952,252.45,15.9,-0.29999999999999716,TRUE
female,all,CH,202133,82122,10238,71884,4710694,12.5,1.1999999999999993,8.6,0.506,50.6,4400588,1866.16,107046.92,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-33,12109,275.17,17.3,0.30000000000000426,TRUE
unknown,all,CH,202133,179,4,175,5889,2.2,0.30000000000000027,3.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-33,-184,NA,-50.7,-0.19999999999999998,TRUE
male,all,CH,202134,92996,10425,82571,4500263,11.2,-1.8000000000000007,8.7,0.488,48.8,4338203,2143.65,103735.65,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-34,13150,303.12,16.5,-0.4000000000000057,TRUE
female,all,CH,202134,97415,10233,87182,4808109,10.5,-2,8.6,0.511,51.1,4400588,2213.68,109260.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-34,15293,347.52,18.6,0.5,TRUE
unknown,all,CH,202134,185,4,181,6074,2.2,0,3.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-34,6,NA,3.4,0,TRUE
male,all,CH,202135,108661,10550,98111,4608924,9.7,-1.5,8.8,0.485,48.5,4338203,2504.75,106240.39,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-35,15665,361.1,16.8,-0.29999999999999716,TRUE
female,all,CH,202135,115347,10689,104658,4923456,9.3,-1.1999999999999993,8.6,0.514,51.4,4400588,2621.17,111881.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-35,17932,407.49,18.4,0.29999999999999716,TRUE
unknown,all,CH,202135,243,9,234,6317,3.7,1.5,3.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-35,58,NA,31.4,0,TRUE
male,all,CH,202136,114233,10519,103714,4723157,9.2,-0.5,8.8,0.484,48.4,4338203,2633.19,108873.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-36,5572,128.44,5.1,-0.10000000000000142,TRUE
female,all,CH,202136,121437,10564,110873,5044893,8.7,-0.6000000000000014,8.6,0.514,51.4,4400588,2759.56,114641.34,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-36,6090,138.39,5.3,0,TRUE
unknown,all,CH,202136,420,7,413,6737,1.7,-2,3.5,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-36,177,NA,72.8,0.1,TRUE
male,all,CH,202137,128041,7448,120593,4851198,5.8,-3.3999999999999995,8.7,0.482,48.199999999999996,4338203,2951.48,111825.06,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-37,13808,318.29,12.1,-0.20000000000000284,TRUE
female,all,CH,202137,137157,7460,129697,5182050,5.4,-3.299999999999999,8.5,0.516,51.6,4400588,3116.79,117758.13,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-37,15720,357.23,12.9,0.20000000000000284,TRUE
unknown,all,CH,202137,527,7,520,7264,1.3,-0.3999999999999999,3.4,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-37,107,NA,25.5,0,TRUE
male,all,CH,202138,123077,5380,117697,4974275,4.4,-1.3999999999999995,8.6,0.48,48,4338203,2837.05,114662.11,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-38,-4964,-114.43,-3.9,-0.19999999999999574,TRUE
female,all,CH,202138,133130,5339,127791,5315180,4,-1.4000000000000004,8.4,0.519,51.9,4400588,3025.28,120783.4,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-38,-4027,-91.51,-2.9,0.29999999999999716,TRUE
unknown,all,CH,202138,451,2,449,7715,0.4,-0.9,3.2,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-38,-76,NA,-14.4,0,TRUE
male,all,CH,202139,119797,4400,115397,5094072,3.7,-0.7000000000000002,8.5,0.476,47.599999999999994,4338203,2761.44,117423.55,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-39,-3280,-75.61,-2.7,-0.4000000000000057,TRUE
female,all,CH,202139,131480,4615,126865,5446660,3.5,-0.5,8.3,0.523,52.300000000000004,4400588,2987.78,123771.19,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-39,-1650,-37.5,-1.2,0.4000000000000057,TRUE
unknown,all,CH,202139,274,1,273,7989,0.4,0,3.1,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-39,-177,NA,-39.2,-0.1,TRUE
