geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
BL,202038,1,TRUE,178,1,100,292817,0.34,60.79,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-1,-0.34,-50,0,FALSE,FALSE,3,5,1.5,1.25,NA,NA,0.51,0.43,NA,NA,1.02,1.71,1,0,7,3
BS,202038,0,TRUE,172,NA,NA,196036,0,87.74,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,0.26,NA,NA,0,1.02,0,0,7,4
FL,202038,2,TRUE,15,1,100,39055,5.12,38.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,1,2.56,100,0,FALSE,FALSE,3,3,1.5,0.75,NA,NA,3.84,1.92,NA,NA,7.68,7.68,2,0,7,1
FR,202038,4,TRUE,279,1,100,329809,1.21,84.59,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-11,-3.34,-73.3,0,FALSE,FALSE,19,29,9.5,7.25,NA,NA,2.88,2.2,NA,NA,5.76,8.79,4,0,7,3
GE,202038,6,TRUE,434,1,100,509448,1.18,85.19,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-1,-0.19,-14.3,0,FALSE,FALSE,13,29,6.5,7.25,NA,NA,1.28,1.42,NA,NA,2.55,5.69,6,0,7,0
GL,202038,0,TRUE,18,NA,NA,41190,0,43.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,1
GR,202038,3,TRUE,115,1,100,201376,1.49,57.11,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,2,0.99,200,0,FALSE,FALSE,4,4,2,1,NA,NA,0.99,0.5,NA,NA,1.99,1.99,3,0,7,8
JU,202038,1,TRUE,62,1,100,73798,1.36,84.01,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-1,-1.35,-50,0,FALSE,FALSE,3,6,1.5,1.5,NA,NA,2.03,2.03,NA,NA,4.07,8.13,1,0,7,1
LU,202038,2,TRUE,92,1,100,420326,0.48,21.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,2,0.48,NA,NA,FALSE,FALSE,2,6,1,1.5,NA,NA,0.24,0.36,NA,NA,0.48,1.43,2,0,7,1
NE,202038,4,TRUE,176,1,100,176166,2.27,99.91,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,2,1.13,100,0,FALSE,FALSE,6,12,3,3,NA,NA,1.7,1.7,NA,NA,3.41,6.81,4,0,7,0
NW,202038,1,TRUE,27,1,100,43894,2.28,61.51,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,1,2.28,NA,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,1.14,1.14,NA,NA,2.28,4.56,1,0,7,0
OW,202038,0,TRUE,10,NA,NA,38435,0,26.02,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,1.3,NA,NA,0,5.2,0,0,7,0
SG,202038,3,TRUE,156,1,100,519245,0.58,30.04,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,0,0,FALSE,FALSE,6,15,3,3.75,NA,NA,0.58,0.72,NA,NA,1.16,2.89,3,0,7,11
SH,202038,0,TRUE,19,NA,NA,83995,0,22.62,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-1,-1.19,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.6,0.6,NA,NA,1.19,2.38,0,0,7,8
SO,202038,5,TRUE,104,1,100,280245,1.78,37.11,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,5,1.78,NA,NA,FALSE,FALSE,5,6,2.5,1.5,NA,NA,0.89,0.54,NA,NA,1.78,2.14,5,0,7,13
SZ,202038,1,TRUE,57,1,100,163689,0.61,34.82,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,0,0,FALSE,FALSE,2,4,1,1,NA,NA,0.61,0.61,NA,NA,1.22,2.44,1,0,7,0
TG,202038,2,TRUE,89,1,100,285964,0.7,31.12,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,0,0,FALSE,FALSE,4,8,2,2,NA,NA,0.7,0.7,NA,NA,1.4,2.8,2,0,7,10
TI,202038,0,TRUE,786,NA,NA,352181,0,223.18,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-1,-0.28,-100,NA,FALSE,FALSE,1,3,0.5,0.75,NA,NA,0.14,0.21,NA,NA,0.28,0.85,0,0,7,0
UR,202038,0,TRUE,17,NA,NA,37047,0,45.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,1
VD,202038,25,TRUE,693,1,100,822968,3.04,84.21,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,1,0.12,4.2,0,FALSE,FALSE,49,70,24.5,17.5,NA,NA,2.98,2.13,NA,NA,5.95,8.51,25,0,7,4
VS,202038,9,TRUE,269,1,100,353209,2.55,76.16,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,1,0.29,12.5,0,FALSE,FALSE,17,19,8.5,4.75,NA,NA,2.41,1.34,NA,NA,4.81,5.38,9,0,7,2
ZG,202038,0,TRUE,31,NA,NA,129787,0,23.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-1,-0.77,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.39,0.39,NA,NA,0.77,1.54,0,0,7,1
ZH,202038,14,TRUE,555,1,100,1564662,0.89,35.47,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-38,-5,-0.32,-26.3,0,FALSE,FALSE,33,55,16.5,13.75,NA,NA,1.05,0.88,NA,NA,2.11,3.52,14,0,7,17
AG,202039,7,TRUE,217,1,100,703086,1,30.86,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,3,0.43,75,0,FALSE,FALSE,11,19,5.5,4.75,NA,NA,0.78,0.68,NA,NA,1.56,2.7,7,0,7,10
AI,202039,0,TRUE,2,NA,NA,16360,0,12.22,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202039,1,TRUE,25,1,100,55585,1.8,44.98,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,0,0,FALSE,FALSE,2,2,1,0.5,NA,NA,1.8,0.9,NA,NA,3.6,3.6,1,0,7,0
BE,202039,13,TRUE,290,1,100,1047473,1.24,27.69,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-8,-0.76,-38.1,0,FALSE,FALSE,34,42,17,10.5,NA,NA,1.62,1,NA,NA,3.25,4.01,13,0,7,27
BL,202039,1,TRUE,179,1,100,292817,0.34,61.13,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,0,0,FALSE,FALSE,2,4,1,1,NA,NA,0.34,0.34,NA,NA,0.68,1.37,1,0,7,3
BS,202039,2,TRUE,174,1,100,196036,1.02,88.76,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,2,1.02,NA,NA,FALSE,FALSE,2,4,1,1,NA,NA,0.51,0.51,NA,NA,1.02,2.04,2,0,7,4
FL,202039,0,TRUE,15,NA,NA,39055,0,38.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-2,-5.12,-100,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,2.56,1.92,NA,NA,5.12,7.68,0,0,7,1
FR,202039,5,TRUE,284,1,100,329809,1.52,86.11,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,1,0.31,25,0,FALSE,FALSE,9,32,4.5,8,NA,NA,1.36,2.43,NA,NA,2.73,9.7,5,0,7,3
GE,202039,9,TRUE,443,1,100,509448,1.77,86.96,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,3,0.59,50,0,FALSE,FALSE,15,34,7.5,8.5,NA,NA,1.47,1.67,NA,NA,2.94,6.67,9,0,7,0
GL,202039,1,TRUE,19,1,100,41190,2.43,46.13,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,1,2.43,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,1.21,0.61,NA,NA,2.43,2.43,1,0,7,1
GR,202039,1,TRUE,116,1,100,201376,0.5,57.6,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-2,-0.99,-66.7,0,FALSE,FALSE,4,5,2,1.25,NA,NA,0.99,0.62,NA,NA,1.99,2.48,1,0,7,8
JU,202039,5,TRUE,67,1,100,73798,6.78,90.79,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,4,5.42,400,0,FALSE,FALSE,6,11,3,2.75,NA,NA,4.07,3.73,NA,NA,8.13,14.91,5,0,7,1
LU,202039,0,TRUE,92,NA,NA,420326,0,21.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-2,-0.48,-100,NA,FALSE,FALSE,2,2,1,0.5,NA,NA,0.24,0.12,NA,NA,0.48,0.48,0,0,7,1
NE,202039,6,TRUE,182,1,100,176166,3.41,103.31,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,2,1.14,50,0,FALSE,FALSE,10,16,5,4,NA,NA,2.84,2.27,NA,NA,5.68,9.08,6,0,7,0
NW,202039,0,TRUE,27,NA,NA,43894,0,61.51,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-1,-2.28,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,1.14,1.14,NA,NA,2.28,4.56,0,0,7,0
OW,202039,0,TRUE,10,NA,NA,38435,0,26.02,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202039,5,TRUE,161,1,100,519245,0.96,31.01,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,2,0.38,66.7,0,FALSE,FALSE,8,17,4,4.25,NA,NA,0.77,0.82,NA,NA,1.54,3.27,5,0,7,11
SH,202039,0,TRUE,19,NA,NA,83995,0,22.62,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.3,NA,NA,0,1.19,0,0,7,8
SO,202039,5,TRUE,109,1,100,280245,1.78,38.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,0,0,FALSE,FALSE,10,10,5,2.5,NA,NA,1.78,0.89,NA,NA,3.57,3.57,5,0,7,13
SZ,202039,1,TRUE,58,1,100,163689,0.61,35.43,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,0,0,FALSE,FALSE,2,5,1,1.25,NA,NA,0.61,0.76,NA,NA,1.22,3.05,1,0,7,0
TG,202039,3,TRUE,92,1,100,285964,1.05,32.17,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,1,0.35,50,0,FALSE,FALSE,5,8,2.5,2,NA,NA,0.87,0.7,NA,NA,1.75,2.8,3,0,7,10
TI,202039,5,TRUE,791,1,100,352181,1.42,224.6,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,5,1.42,NA,NA,FALSE,FALSE,5,6,2.5,1.5,NA,NA,0.71,0.43,NA,NA,1.42,1.7,5,0,7,0
UR,202039,0,TRUE,17,NA,NA,37047,0,45.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,1
VD,202039,16,TRUE,709,1,100,822968,1.94,86.15,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-9,-1.1,-36,0,FALSE,FALSE,41,82,20.5,20.5,NA,NA,2.49,2.49,NA,NA,4.98,9.96,16,0,7,4
VS,202039,8,TRUE,277,1,100,353209,2.26,78.42,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,-1,-0.29,-11.1,0,FALSE,FALSE,17,27,8.5,6.75,NA,NA,2.41,1.91,NA,NA,4.81,7.64,8,0,7,2
ZG,202039,2,TRUE,33,1,100,129787,1.54,25.43,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,2,1.54,NA,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,0.77,0.58,NA,NA,1.54,2.31,2,0,7,1
ZH,202039,19,TRUE,574,1,100,1564662,1.21,36.69,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-39,5,0.32,35.7,0,FALSE,FALSE,33,65,16.5,16.25,NA,NA,1.05,1.04,NA,NA,2.11,4.15,19,0,7,17
AG,202040,7,TRUE,224,1,100,703086,1,31.86,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,0,0,FALSE,FALSE,14,24,7,6,NA,NA,1,0.85,NA,NA,1.99,3.41,7,0,7,10
AI,202040,0,TRUE,2,NA,NA,16360,0,12.22,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202040,1,TRUE,26,1,100,55585,1.8,46.78,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,0,0,FALSE,FALSE,2,3,1,0.75,NA,NA,1.8,1.35,NA,NA,3.6,5.4,1,0,7,0
BE,202040,16,TRUE,306,1,100,1047473,1.53,29.21,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,3,0.29,23.1,0,FALSE,FALSE,29,55,14.5,13.75,NA,NA,1.38,1.31,NA,NA,2.77,5.25,16,0,7,27
BL,202040,1,TRUE,180,1,100,292817,0.34,61.47,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,0,0,FALSE,FALSE,2,5,1,1.25,NA,NA,0.34,0.43,NA,NA,0.68,1.71,1,0,7,3
BS,202040,3,TRUE,177,1,100,196036,1.53,90.29,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,1,0.51,50,0,FALSE,FALSE,5,5,2.5,1.25,NA,NA,1.28,0.64,NA,NA,2.55,2.55,3,0,7,4
FL,202040,0,TRUE,15,NA,NA,39055,0,38.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,NA,NA,FALSE,FALSE,0,3,0,0.75,NA,NA,0,1.92,NA,NA,0,7.68,0,0,7,1
FR,202040,10,TRUE,294,1,100,329809,3.03,89.14,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,5,1.51,100,0,FALSE,FALSE,15,34,7.5,8.5,NA,NA,2.27,2.58,NA,NA,4.55,10.31,10,0,7,3
GE,202040,20,TRUE,463,1,100,509448,3.93,90.88,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,11,2.16,122.2,0,FALSE,FALSE,29,42,14.5,10.5,NA,NA,2.85,2.06,NA,NA,5.69,8.24,20,0,7,0
GL,202040,0,TRUE,19,NA,NA,41190,0,46.13,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,-1,-2.43,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,1.21,0.61,NA,NA,2.43,2.43,0,0,7,1
GR,202040,2,TRUE,118,1,100,201376,0.99,58.6,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,1,0.49,100,0,FALSE,FALSE,3,7,1.5,1.75,NA,NA,0.74,0.87,NA,NA,1.49,3.48,2,0,7,8
JU,202040,5,TRUE,72,1,100,73798,6.78,97.56,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,0,0,FALSE,FALSE,10,13,5,3.25,NA,NA,6.78,4.4,NA,NA,13.55,17.62,5,0,7,1
LU,202040,0,TRUE,92,NA,NA,420326,0,21.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,0.12,NA,NA,0,0.48,0,0,7,1
NE,202040,5,TRUE,187,1,100,176166,2.84,106.15,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,-1,-0.57,-16.7,0,FALSE,FALSE,11,17,5.5,4.25,NA,NA,3.12,2.41,NA,NA,6.24,9.65,5,0,7,0
NW,202040,2,TRUE,29,1,100,43894,4.56,66.07,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,2,4.56,NA,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,2.28,1.71,NA,NA,4.56,6.83,2,0,7,0
OW,202040,0,TRUE,10,NA,NA,38435,0,26.02,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202040,3,TRUE,164,1,100,519245,0.58,31.58,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,-2,-0.38,-40,0,FALSE,FALSE,8,14,4,3.5,NA,NA,0.77,0.67,NA,NA,1.54,2.7,3,0,7,11
SH,202040,2,TRUE,21,1,100,83995,2.38,25,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,2,2.38,NA,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,1.19,0.89,NA,NA,2.38,3.57,2,0,7,8
SO,202040,4,TRUE,113,1,100,280245,1.43,40.32,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,-1,-0.35,-20,0,FALSE,FALSE,9,14,4.5,3.5,NA,NA,1.61,1.25,NA,NA,3.21,5,4,0,7,13
SZ,202040,6,TRUE,64,1,100,163689,3.67,39.1,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,5,3.06,500,0,FALSE,FALSE,7,9,3.5,2.25,NA,NA,2.14,1.37,NA,NA,4.28,5.5,6,0,7,0
TG,202040,7,TRUE,99,1,100,285964,2.45,34.62,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,4,1.4,133.3,0,FALSE,FALSE,10,14,5,3.5,NA,NA,1.75,1.22,NA,NA,3.5,4.9,7,0,7,10
TI,202040,5,TRUE,796,1,100,352181,1.42,226.02,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,0,0,FALSE,FALSE,10,11,5,2.75,NA,NA,1.42,0.78,NA,NA,2.84,3.12,5,0,7,0
UR,202040,0,TRUE,17,NA,NA,37047,0,45.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,1
VD,202040,30,TRUE,739,1,100,822968,3.65,89.8,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,14,1.71,87.5,0,FALSE,FALSE,46,95,23,23.75,NA,NA,2.79,2.89,NA,NA,5.59,11.54,30,0,7,4
VS,202040,12,TRUE,289,1,100,353209,3.4,81.82,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,4,1.14,50,0,FALSE,FALSE,20,37,10,9.25,NA,NA,2.83,2.62,NA,NA,5.66,10.48,12,0,7,2
ZG,202040,0,TRUE,33,NA,NA,129787,0,25.43,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,-2,-1.54,-100,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,0.77,0.58,NA,NA,1.54,2.31,0,0,7,1
ZH,202040,23,TRUE,597,1,100,1564662,1.47,38.16,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-40,4,0.26,21.1,0,FALSE,FALSE,42,75,21,18.75,NA,NA,1.34,1.2,NA,NA,2.68,4.79,23,0,7,17
AG,202041,12,TRUE,236,1,100,703086,1.71,33.57,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,5,0.71,71.4,0,FALSE,FALSE,19,30,9.5,7.5,NA,NA,1.35,1.07,NA,NA,2.7,4.27,12,0,7,10
AI,202041,1,TRUE,3,1,100,16360,6.11,18.34,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,1,6.11,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,3.06,1.53,NA,NA,6.11,6.11,1,0,7,0
AR,202041,0,TRUE,26,NA,NA,55585,0,46.78,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,-1,-1.8,-100,NA,FALSE,FALSE,1,3,0.5,0.75,NA,NA,0.9,1.35,NA,NA,1.8,5.4,0,0,7,0
BE,202041,31,TRUE,337,1,100,1047473,2.96,32.17,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,15,1.43,93.8,0,FALSE,FALSE,47,81,23.5,20.25,NA,NA,2.24,1.93,NA,NA,4.49,7.73,31,0,7,27
BL,202041,7,TRUE,187,1,100,292817,2.39,63.86,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,6,2.05,600,0,FALSE,FALSE,8,10,4,2.5,NA,NA,1.37,0.85,NA,NA,2.73,3.42,7,0,7,3
BS,202041,3,TRUE,180,1,100,196036,1.53,91.82,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,0,0,0,0,FALSE,FALSE,6,8,3,2,NA,NA,1.53,1.02,NA,NA,3.06,4.08,3,0,7,4
FL,202041,5,TRUE,20,1,100,39055,12.8,51.21,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,5,12.8,NA,NA,FALSE,FALSE,5,7,2.5,1.75,NA,NA,6.4,4.48,NA,NA,12.8,17.92,5,0,7,1
FR,202041,19,TRUE,313,1,100,329809,5.76,94.9,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,9,2.73,90,0,FALSE,FALSE,29,38,14.5,9.5,NA,NA,4.4,2.88,NA,NA,8.79,11.52,19,0,7,3
GE,202041,25,TRUE,488,1,100,509448,4.91,95.79,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,5,0.98,25,0,FALSE,FALSE,45,60,22.5,15,NA,NA,4.42,2.94,NA,NA,8.83,11.78,25,0,7,0
GL,202041,0,TRUE,19,NA,NA,41190,0,46.13,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.61,NA,NA,0,2.43,0,0,7,1
GR,202041,4,TRUE,122,1,100,201376,1.99,60.58,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,2,1,100,0,FALSE,FALSE,6,10,3,2.5,NA,NA,1.49,1.24,NA,NA,2.98,4.97,4,0,7,8
JU,202041,11,TRUE,83,1,100,73798,14.91,112.47,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,6,8.13,120,0,FALSE,FALSE,16,22,8,5.5,NA,NA,10.84,7.45,NA,NA,21.68,29.81,11,0,7,1
LU,202041,3,TRUE,95,1,100,420326,0.71,22.6,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,3,0.71,NA,NA,FALSE,FALSE,3,5,1.5,1.25,NA,NA,0.36,0.3,NA,NA,0.71,1.19,3,0,7,1
NE,202041,17,TRUE,204,1,100,176166,9.65,115.8,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,12,6.81,240,0,FALSE,FALSE,22,32,11,8,NA,NA,6.24,4.54,NA,NA,12.49,18.16,17,0,7,0
NW,202041,0,TRUE,29,NA,NA,43894,0,66.07,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,-2,-4.56,-100,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,2.28,1.71,NA,NA,4.56,6.83,0,0,7,0
OW,202041,1,TRUE,11,1,100,38435,2.6,28.62,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,1,2.6,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,1.3,0.65,NA,NA,2.6,2.6,1,0,7,0
SG,202041,23,TRUE,187,1,100,519245,4.43,36.01,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,20,3.85,666.7,0,FALSE,FALSE,26,34,13,8.5,NA,NA,2.5,1.64,NA,NA,5.01,6.55,23,0,7,11
SH,202041,2,TRUE,23,1,100,83995,2.38,27.38,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,0,0,0,0,FALSE,FALSE,4,4,2,1,NA,NA,2.38,1.19,NA,NA,4.76,4.76,2,0,7,8
SO,202041,6,TRUE,119,1,100,280245,2.14,42.46,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,2,0.71,50,0,FALSE,FALSE,10,20,5,5,NA,NA,1.78,1.78,NA,NA,3.57,7.14,6,0,7,13
SZ,202041,15,TRUE,79,1,100,163689,9.16,48.26,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,9,5.49,150,0,FALSE,FALSE,21,23,10.5,5.75,NA,NA,6.41,3.51,NA,NA,12.83,14.05,15,0,7,0
TG,202041,6,TRUE,105,1,100,285964,2.1,36.72,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,-1,-0.35,-14.3,0,FALSE,FALSE,13,18,6.5,4.5,NA,NA,2.27,1.57,NA,NA,4.55,6.29,6,0,7,10
TI,202041,8,TRUE,804,1,100,352181,2.27,228.29,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,3,0.85,60,0,FALSE,FALSE,13,18,6.5,4.5,NA,NA,1.85,1.28,NA,NA,3.69,5.11,8,0,7,0
UR,202041,1,TRUE,18,1,100,37047,2.7,48.59,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,1,2.7,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,1.35,0.67,NA,NA,2.7,2.7,1,0,7,1
VD,202041,37,TRUE,776,1,100,822968,4.5,94.29,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,7,0.85,23.3,0,FALSE,FALSE,67,108,33.5,27,NA,NA,4.07,3.28,NA,NA,8.14,13.12,37,0,7,4
VS,202041,14,TRUE,303,1,100,353209,3.96,85.78,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,2,0.56,16.7,0,FALSE,FALSE,26,43,13,10.75,NA,NA,3.68,3.04,NA,NA,7.36,12.17,14,0,7,2
ZG,202041,2,TRUE,35,1,100,129787,1.54,26.97,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,2,1.54,NA,NA,FALSE,FALSE,2,4,1,1,NA,NA,0.77,0.77,NA,NA,1.54,3.08,2,0,7,1
ZH,202041,38,TRUE,635,1,100,1564662,2.43,40.58,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-41,15,0.96,65.2,0,FALSE,FALSE,61,94,30.5,23.5,NA,NA,1.95,1.5,NA,NA,3.9,6.01,38,0,7,17
AG,202042,20,TRUE,256,1,100,703086,2.84,36.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2020-42,8,1.13,66.7,0,FALSE,FALSE,32,46,16,11.5,NA,NA,2.28,1.64,NA,NA,4.55,6.54,20,0,7,10
