geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
AR,202245,1,TRUE,354,1,100,55585,1.8,636.86,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,1,1.8,NA,NA,FALSE,FALSE,1,4,0.5,1,NA,NA,0.9,1.8,NA,NA,1.8,7.2,1,0,7,0
BE,202245,58,TRUE,7144,1,100,1047473,5.54,682.02,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,0,0,0,0,FALSE,FALSE,116,241,58,60.25,NA,NA,5.54,5.75,NA,NA,11.07,23.01,58,0,7,27
BL,202245,12,TRUE,1980,1,100,292817,4.1,676.19,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,6,2.05,100,0,FALSE,FALSE,18,50,9,12.5,NA,NA,3.07,4.27,NA,NA,6.15,17.08,12,0,7,3
BS,202245,14,TRUE,1959,1,100,196036,7.14,999.31,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,8,4.08,133.3,0,FALSE,FALSE,20,48,10,12,NA,NA,5.1,6.12,NA,NA,10.2,24.49,14,0,7,4
FL,202245,1,TRUE,354,1,100,39055,2.56,906.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,0,0,0,0,FALSE,FALSE,2,3,1,0.75,NA,NA,2.56,1.92,NA,NA,5.12,7.68,1,0,7,1
FR,202245,17,TRUE,2196,1,100,329809,5.15,665.84,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-3,-0.91,-15,0,FALSE,FALSE,37,68,18.5,17,NA,NA,5.61,5.15,NA,NA,11.22,20.62,17,0,7,3
GE,202245,57,TRUE,5637,1,100,509448,11.19,1106.49,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,18,3.53,46.2,0,FALSE,FALSE,96,190,48,47.5,NA,NA,9.42,9.32,NA,NA,18.84,37.3,57,0,7,0
GL,202245,0,TRUE,368,NA,NA,41190,0,893.42,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,0,0,NA,NA,FALSE,FALSE,0,5,0,1.25,NA,NA,0,3.03,NA,NA,0,12.14,0,0,7,1
GR,202245,5,TRUE,1183,1,100,201376,2.48,587.46,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,1,0.49,25,0,FALSE,FALSE,9,29,4.5,7.25,NA,NA,2.23,3.6,NA,NA,4.47,14.4,5,0,7,8
JU,202245,4,TRUE,554,1,100,73798,5.42,750.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,0,0,0,0,FALSE,FALSE,8,11,4,2.75,NA,NA,5.42,3.73,NA,NA,10.84,14.91,4,0,7,1
LU,202245,3,TRUE,1880,1,100,420326,0.71,447.27,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-2,-0.48,-40,0,FALSE,FALSE,8,25,4,6.25,NA,NA,0.95,1.49,NA,NA,1.9,5.95,3,0,7,1
NE,202245,38,TRUE,2383,1,100,176166,21.57,1352.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,23,13.06,153.3,0,FALSE,FALSE,53,104,26.5,26,NA,NA,15.04,14.76,NA,NA,30.09,59.04,38,0,7,0
NW,202245,1,TRUE,295,1,100,43894,2.28,672.07,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,1,2.28,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,1.14,0.57,NA,NA,2.28,2.28,1,0,7,0
OW,202245,0,TRUE,326,NA,NA,38435,0,848.19,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,1.3,NA,NA,0,5.2,0,0,7,0
SG,202245,7,TRUE,2889,1,100,519245,1.35,556.38,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-6,-1.15,-46.2,0,FALSE,FALSE,20,45,10,11.25,NA,NA,1.93,2.17,NA,NA,3.85,8.67,7,0,7,11
SH,202245,2,TRUE,548,1,100,83995,2.38,652.42,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-1,-1.19,-33.3,0,FALSE,FALSE,5,10,2.5,2.5,NA,NA,2.98,2.98,NA,NA,5.95,11.91,2,0,7,8
SO,202245,10,TRUE,2333,1,100,280245,3.57,832.49,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,0,0,0,0,FALSE,FALSE,20,53,10,13.25,NA,NA,3.57,4.73,NA,NA,7.14,18.91,10,0,7,13
SZ,202245,4,TRUE,1164,1,100,163689,2.44,711.1,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,2,1.22,100,0,FALSE,FALSE,6,13,3,3.25,NA,NA,1.83,1.99,NA,NA,3.67,7.94,4,0,7,0
TG,202245,31,TRUE,2867,1,100,285964,10.84,1002.57,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,8,2.8,34.8,0,FALSE,FALSE,54,140,27,35,NA,NA,9.44,12.24,NA,NA,18.88,48.96,31,0,7,10
TI,202245,4,TRUE,4189,1,100,352181,1.14,1189.45,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-5,-1.42,-55.6,0,FALSE,FALSE,13,55,6.5,13.75,NA,NA,1.85,3.9,NA,NA,3.69,15.62,4,0,7,0
UR,202245,4,TRUE,277,1,100,37047,10.8,747.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,2,5.4,100,0,FALSE,FALSE,6,6,3,1.5,NA,NA,8.1,4.05,NA,NA,16.2,16.2,4,0,7,1
VD,202245,18,TRUE,4809,1,100,822968,2.19,584.35,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-2,-0.24,-10,0,FALSE,FALSE,38,88,19,22,NA,NA,2.31,2.67,NA,NA,4.62,10.69,18,0,7,4
VS,202245,10,TRUE,2309,1,100,353209,2.83,653.72,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-2,-0.57,-16.7,0,FALSE,FALSE,22,58,11,14.5,NA,NA,3.11,4.11,NA,NA,6.23,16.42,10,0,7,2
ZG,202245,0,TRUE,641,NA,NA,129787,0,493.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,-1,-0.77,-100,NA,FALSE,FALSE,1,5,0.5,1.25,NA,NA,0.39,0.96,NA,NA,0.77,3.85,0,0,7,1
ZH,202245,32,TRUE,8934,1,100,1564662,2.05,570.99,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-45,13,0.84,68.4,0,FALSE,FALSE,51,119,25.5,29.75,NA,NA,1.63,1.9,NA,NA,3.26,7.61,32,0,7,17
AG,202246,30,TRUE,4176,1,100,703086,4.27,593.95,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,9,1.28,42.9,0,FALSE,FALSE,51,102,25.5,25.5,NA,NA,3.63,3.63,NA,NA,7.25,14.51,30,0,7,10
AI,202246,0,TRUE,88,NA,NA,16360,0,537.9,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202246,3,TRUE,357,1,100,55585,5.4,642.26,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,2,3.6,200,0,FALSE,FALSE,4,5,2,1.25,NA,NA,3.6,2.25,NA,NA,7.2,9,3,0,7,0
BE,202246,58,TRUE,7202,1,100,1047473,5.54,687.56,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,0,0,0,0,FALSE,FALSE,116,234,58,58.5,NA,NA,5.54,5.58,NA,NA,11.07,22.34,58,0,7,27
BL,202246,13,TRUE,1993,1,100,292817,4.44,680.63,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,1,0.34,8.3,0,FALSE,FALSE,25,43,12.5,10.75,NA,NA,4.27,3.67,NA,NA,8.54,14.68,13,0,7,3
BS,202246,6,TRUE,1965,1,100,196036,3.06,1002.37,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-8,-4.08,-57.1,0,FALSE,FALSE,20,32,10,8,NA,NA,5.1,4.08,NA,NA,10.2,16.32,6,0,7,4
FL,202246,2,TRUE,356,1,100,39055,5.12,911.54,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,1,2.56,100,0,FALSE,FALSE,3,4,1.5,1,NA,NA,3.84,2.56,NA,NA,7.68,10.24,2,0,7,1
FR,202246,19,TRUE,2215,1,100,329809,5.76,671.6,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,2,0.61,11.8,0,FALSE,FALSE,36,68,18,17,NA,NA,5.46,5.15,NA,NA,10.92,20.62,19,0,7,3
GE,202246,66,TRUE,5703,1,100,509448,12.96,1119.45,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,9,1.77,15.8,0,FALSE,FALSE,123,204,61.5,51,NA,NA,12.07,10.01,NA,NA,24.14,40.04,66,0,7,0
GL,202246,1,TRUE,369,1,100,41190,2.43,895.85,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,1,2.43,NA,NA,FALSE,FALSE,1,4,0.5,1,NA,NA,1.21,2.43,NA,NA,2.43,9.71,1,0,7,1
GR,202246,4,TRUE,1187,1,100,201376,1.99,589.44,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-1,-0.49,-20,0,FALSE,FALSE,9,27,4.5,6.75,NA,NA,2.23,3.35,NA,NA,4.47,13.41,4,0,7,8
JU,202246,7,TRUE,561,1,100,73798,9.49,760.18,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,3,4.07,75,0,FALSE,FALSE,11,16,5.5,4,NA,NA,7.45,5.42,NA,NA,14.91,21.68,7,0,7,1
LU,202246,5,TRUE,1885,1,100,420326,1.19,448.46,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,2,0.48,66.7,0,FALSE,FALSE,8,25,4,6.25,NA,NA,0.95,1.49,NA,NA,1.9,5.95,5,0,7,1
NE,202246,29,TRUE,2412,1,100,176166,16.46,1369.16,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-9,-5.11,-23.7,0,FALSE,FALSE,67,102,33.5,25.5,NA,NA,19.02,14.47,NA,NA,38.03,57.9,29,0,7,0
NW,202246,0,TRUE,295,NA,NA,43894,0,672.07,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-1,-2.28,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,1.14,0.57,NA,NA,2.28,2.28,0,0,7,0
OW,202246,0,TRUE,326,NA,NA,38435,0,848.19,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.65,NA,NA,0,2.6,0,0,7,0
SG,202246,5,TRUE,2894,1,100,519245,0.96,557.35,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-2,-0.39,-28.6,0,FALSE,FALSE,12,34,6,8.5,NA,NA,1.16,1.64,NA,NA,2.31,6.55,5,0,7,11
SH,202246,4,TRUE,552,1,100,83995,4.76,657.18,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,2,2.38,100,0,FALSE,FALSE,6,12,3,3,NA,NA,3.57,3.57,NA,NA,7.14,14.29,4,0,7,8
SO,202246,7,TRUE,2340,1,100,280245,2.5,834.98,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-3,-1.07,-30,0,FALSE,FALSE,17,46,8.5,11.5,NA,NA,3.03,4.1,NA,NA,6.07,16.41,7,0,7,13
SZ,202246,2,TRUE,1166,1,100,163689,1.22,712.33,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-2,-1.22,-50,0,FALSE,FALSE,6,14,3,3.5,NA,NA,1.83,2.14,NA,NA,3.67,8.55,2,0,7,0
TG,202246,24,TRUE,2891,1,100,285964,8.39,1010.97,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,-7,-2.45,-22.6,0,FALSE,FALSE,55,119,27.5,29.75,NA,NA,9.62,10.4,NA,NA,19.23,41.61,24,0,7,10
TI,202246,8,TRUE,4197,1,100,352181,2.27,1191.72,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,4,1.13,100,0,FALSE,FALSE,12,31,6,7.75,NA,NA,1.7,2.2,NA,NA,3.41,8.8,8,0,7,0
UR,202246,4,TRUE,281,1,100,37047,10.8,758.5,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,0,0,0,0,FALSE,FALSE,8,10,4,2.5,NA,NA,10.8,6.75,NA,NA,21.59,26.99,4,0,7,1
VD,202246,32,TRUE,4841,1,100,822968,3.89,588.24,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,14,1.7,77.8,0,FALSE,FALSE,50,94,25,23.5,NA,NA,3.04,2.86,NA,NA,6.08,11.42,32,0,7,4
VS,202246,15,TRUE,2324,1,100,353209,4.25,657.97,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,5,1.42,50,0,FALSE,FALSE,25,49,12.5,12.25,NA,NA,3.54,3.47,NA,NA,7.08,13.87,15,0,7,2
ZG,202246,3,TRUE,644,1,100,129787,2.31,496.2,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,3,2.31,NA,NA,FALSE,FALSE,3,7,1.5,1.75,NA,NA,1.16,1.35,NA,NA,2.31,5.39,3,0,7,1
ZH,202246,36,TRUE,8970,1,100,1564662,2.3,573.29,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-46,4,0.25,12.5,0,FALSE,FALSE,68,123,34,30.75,NA,NA,2.17,1.97,NA,NA,4.35,7.86,36,0,7,17
AG,202247,21,TRUE,4197,1,100,703086,2.99,596.94,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-9,-1.28,-30,0,FALSE,FALSE,51,93,25.5,23.25,NA,NA,3.63,3.31,NA,NA,7.25,13.23,21,0,7,10
AI,202247,0,TRUE,88,NA,NA,16360,0,537.9,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202247,1,TRUE,358,1,100,55585,1.8,644.06,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-2,-3.6,-66.7,0,FALSE,FALSE,4,5,2,1.25,NA,NA,3.6,2.25,NA,NA,7.2,9,1,0,7,0
BE,202247,46,TRUE,7248,1,100,1047473,4.39,691.95,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-12,-1.15,-20.7,0,FALSE,FALSE,104,220,52,55,NA,NA,4.96,5.25,NA,NA,9.93,21,46,0,7,27
BL,202247,10,TRUE,2003,1,100,292817,3.42,684.04,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-3,-1.02,-23.1,0,FALSE,FALSE,23,41,11.5,10.25,NA,NA,3.93,3.5,NA,NA,7.85,14,10,0,7,3
BS,202247,11,TRUE,1976,1,100,196036,5.61,1007.98,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,5,2.55,83.3,0,FALSE,FALSE,17,37,8.5,9.25,NA,NA,4.34,4.72,NA,NA,8.67,18.87,11,0,7,4
FL,202247,0,TRUE,356,NA,NA,39055,0,911.54,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-2,-5.12,-100,NA,FALSE,FALSE,2,4,1,1,NA,NA,2.56,2.56,NA,NA,5.12,10.24,0,0,7,1
FR,202247,19,TRUE,2234,1,100,329809,5.76,677.36,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,0,0,0,0,FALSE,FALSE,38,75,19,18.75,NA,NA,5.76,5.69,NA,NA,11.52,22.74,19,0,7,3
GE,202247,75,TRUE,5778,1,100,509448,14.72,1134.17,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,9,1.76,13.6,0,FALSE,FALSE,141,237,70.5,59.25,NA,NA,13.84,11.63,NA,NA,27.68,46.52,75,0,7,0
GL,202247,2,TRUE,371,1,100,41190,4.86,900.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,1,2.43,100,0,FALSE,FALSE,3,3,1.5,0.75,NA,NA,3.64,1.82,NA,NA,7.28,7.28,2,0,7,1
GR,202247,1,TRUE,1188,1,100,201376,0.5,589.94,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-3,-1.49,-75,0,FALSE,FALSE,5,14,2.5,3.5,NA,NA,1.24,1.74,NA,NA,2.48,6.95,1,0,7,8
JU,202247,0,TRUE,561,NA,NA,73798,0,760.18,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-7,-9.49,-100,NA,FALSE,FALSE,7,15,3.5,3.75,NA,NA,4.74,5.08,NA,NA,9.49,20.33,0,0,7,1
LU,202247,8,TRUE,1893,1,100,420326,1.9,450.36,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,3,0.71,60,0,FALSE,FALSE,13,21,6.5,5.25,NA,NA,1.55,1.25,NA,NA,3.09,5,8,0,7,1
NE,202247,26,TRUE,2438,1,100,176166,14.76,1383.92,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-3,-1.7,-10.3,0,FALSE,FALSE,55,108,27.5,27,NA,NA,15.61,15.33,NA,NA,31.22,61.31,26,0,7,0
NW,202247,0,TRUE,295,NA,NA,43894,0,672.07,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.57,NA,NA,0,2.28,0,0,7,0
OW,202247,0,TRUE,326,NA,NA,38435,0,848.19,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202247,9,TRUE,2903,1,100,519245,1.73,559.08,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,4,0.77,80,0,FALSE,FALSE,14,34,7,8.5,NA,NA,1.35,1.64,NA,NA,2.7,6.55,9,0,7,11
SH,202247,2,TRUE,554,1,100,83995,2.38,659.56,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-2,-2.38,-50,0,FALSE,FALSE,6,11,3,2.75,NA,NA,3.57,3.27,NA,NA,7.14,13.1,2,0,7,8
SO,202247,17,TRUE,2357,1,100,280245,6.07,841.05,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,10,3.57,142.9,0,FALSE,FALSE,24,44,12,11,NA,NA,4.28,3.93,NA,NA,8.56,15.7,17,0,7,13
SZ,202247,4,TRUE,1170,1,100,163689,2.44,714.77,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,2,1.22,100,0,FALSE,FALSE,6,12,3,3,NA,NA,1.83,1.83,NA,NA,3.67,7.33,4,0,7,0
TG,202247,23,TRUE,2914,1,100,285964,8.04,1019.01,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-1,-0.35,-4.2,0,FALSE,FALSE,47,101,23.5,25.25,NA,NA,8.22,8.83,NA,NA,16.44,35.32,23,0,7,10
TI,202247,16,TRUE,4213,1,100,352181,4.54,1196.26,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,8,2.27,100,0,FALSE,FALSE,24,37,12,9.25,NA,NA,3.41,2.63,NA,NA,6.81,10.51,16,0,7,0
UR,202247,0,TRUE,281,NA,NA,37047,0,758.5,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-4,-10.8,-100,NA,FALSE,FALSE,4,10,2,2.5,NA,NA,5.4,6.75,NA,NA,10.8,26.99,0,0,7,1
VD,202247,36,TRUE,4877,1,100,822968,4.37,592.61,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,4,0.48,12.5,0,FALSE,FALSE,68,106,34,26.5,NA,NA,4.13,3.22,NA,NA,8.26,12.88,36,0,7,4
VS,202247,9,TRUE,2333,1,100,353209,2.55,660.52,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-6,-1.7,-40,0,FALSE,FALSE,24,46,12,11.5,NA,NA,3.4,3.26,NA,NA,6.79,13.02,9,0,7,2
ZG,202247,2,TRUE,646,1,100,129787,1.54,497.74,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-1,-0.77,-33.3,0,FALSE,FALSE,5,6,2.5,1.5,NA,NA,1.93,1.16,NA,NA,3.85,4.62,2,0,7,1
ZH,202247,28,TRUE,8998,1,100,1564662,1.79,575.08,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-47,-8,-0.51,-22.2,0,FALSE,FALSE,64,115,32,28.75,NA,NA,2.05,1.84,NA,NA,4.09,7.35,28,0,7,17
AG,202248,23,TRUE,4220,1,100,703086,3.27,600.21,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,2,0.28,9.5,0,FALSE,FALSE,44,95,22,23.75,NA,NA,3.13,3.38,NA,NA,6.26,13.51,23,0,7,10
AI,202248,0,TRUE,88,NA,NA,16360,0,537.9,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202248,2,TRUE,360,1,100,55585,3.6,647.66,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,1,1.8,100,0,FALSE,FALSE,3,7,1.5,1.75,NA,NA,2.7,3.15,NA,NA,5.4,12.59,2,0,7,0
BE,202248,45,TRUE,7293,1,100,1047473,4.3,696.25,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-1,-0.09,-2.2,0,FALSE,FALSE,91,207,45.5,51.75,NA,NA,4.34,4.94,NA,NA,8.69,19.76,45,0,7,27
BL,202248,21,TRUE,2024,1,100,292817,7.17,691.22,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,11,3.75,110,0,FALSE,FALSE,31,56,15.5,14,NA,NA,5.29,4.78,NA,NA,10.59,19.12,21,0,7,3
BS,202248,21,TRUE,1997,1,100,196036,10.71,1018.69,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,10,5.1,90.9,0,FALSE,FALSE,32,52,16,13,NA,NA,8.16,6.63,NA,NA,16.32,26.53,21,0,7,4
FL,202248,0,TRUE,356,NA,NA,39055,0,911.54,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,0,0,NA,NA,FALSE,FALSE,0,3,0,0.75,NA,NA,0,1.92,NA,NA,0,7.68,0,0,7,1
FR,202248,18,TRUE,2252,1,100,329809,5.46,682.82,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-1,-0.3,-5.3,0,FALSE,FALSE,37,73,18.5,18.25,NA,NA,5.61,5.53,NA,NA,11.22,22.13,18,0,7,3
GE,202248,94,TRUE,5872,1,100,509448,18.45,1152.62,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,19,3.73,25.3,0,FALSE,FALSE,169,292,84.5,73,NA,NA,16.59,14.33,NA,NA,33.17,57.32,94,0,7,0
GL,202248,0,TRUE,371,NA,NA,41190,0,900.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-2,-4.86,-100,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,2.43,1.82,NA,NA,4.86,7.28,0,0,7,1
GR,202248,2,TRUE,1190,1,100,201376,0.99,590.93,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,1,0.49,100,0,FALSE,FALSE,3,12,1.5,3,NA,NA,0.74,1.49,NA,NA,1.49,5.96,2,0,7,8
JU,202248,1,TRUE,562,1,100,73798,1.36,761.54,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,1,1.36,NA,NA,FALSE,FALSE,1,12,0.5,3,NA,NA,0.68,4.07,NA,NA,1.36,16.26,1,0,7,1
LU,202248,9,TRUE,1902,1,100,420326,2.14,452.51,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,1,0.24,12.5,0,FALSE,FALSE,17,25,8.5,6.25,NA,NA,2.02,1.49,NA,NA,4.04,5.95,9,0,7,1
NE,202248,30,TRUE,2468,1,100,176166,17.03,1400.95,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,4,2.27,15.4,0,FALSE,FALSE,56,123,28,30.75,NA,NA,15.89,17.46,NA,NA,31.79,69.82,30,0,7,0
NW,202248,0,TRUE,295,NA,NA,43894,0,672.07,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.57,NA,NA,0,2.28,0,0,7,0
OW,202248,0,TRUE,326,NA,NA,38435,0,848.19,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202248,7,TRUE,2910,1,100,519245,1.35,560.43,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-2,-0.38,-22.2,0,FALSE,FALSE,16,28,8,7,NA,NA,1.54,1.35,NA,NA,3.08,5.39,7,0,7,11
SH,202248,4,TRUE,558,1,100,83995,4.76,664.33,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,2,2.38,100,0,FALSE,FALSE,6,12,3,3,NA,NA,3.57,3.57,NA,NA,7.14,14.29,4,0,7,8
SO,202248,14,TRUE,2371,1,100,280245,5,846.05,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-3,-1.07,-17.6,0,FALSE,FALSE,31,48,15.5,12,NA,NA,5.53,4.28,NA,NA,11.06,17.13,14,0,7,13
SZ,202248,4,TRUE,1174,1,100,163689,2.44,717.21,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,0,0,0,0,FALSE,FALSE,8,14,4,3.5,NA,NA,2.44,2.14,NA,NA,4.89,8.55,4,0,7,0
TG,202248,21,TRUE,2935,1,100,285964,7.34,1026.35,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-2,-0.7,-8.7,0,FALSE,FALSE,44,99,22,24.75,NA,NA,7.69,8.65,NA,NA,15.39,34.62,21,0,7,10
TI,202248,12,TRUE,4225,1,100,352181,3.41,1199.67,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-4,-1.13,-25,0,FALSE,FALSE,28,40,14,10,NA,NA,3.98,2.84,NA,NA,7.95,11.36,12,0,7,0
UR,202248,0,TRUE,281,NA,NA,37047,0,758.5,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,0,0,NA,NA,FALSE,FALSE,0,8,0,2,NA,NA,0,5.4,NA,NA,0,21.59,0,0,7,1
VD,202248,34,TRUE,4911,1,100,822968,4.13,596.74,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-2,-0.24,-5.6,0,FALSE,FALSE,70,120,35,30,NA,NA,4.25,3.65,NA,NA,8.51,14.58,34,0,7,4
VS,202248,7,TRUE,2340,1,100,353209,1.98,662.5,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2022-48,-2,-0.57,-22.2,0,FALSE,FALSE,16,41,8,10.25,NA,NA,2.26,2.9,NA,NA,4.53,11.61,7,0,7,2
